"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Monocyte","","","GSE63662","MicroArray","HG-U133_Plus_2","COLEC12","3.707","10.536","False"
"Neutrophil","1h","","GSE70068","RNASeq","","DCUN1D3","3.575","10.473","True"
"Poly-Morphonuclear Neutrophil","6h","","GSE76293","MicroArray","HG-U133_Plus_2","EML4","3.081","10.455","True"
"Neutrophil","1h","5ng/mL","GSE40548","RNASeq","","DCUN1D3","3.862","10.303","True"
"Cd14Pos_Monocyte","72h","","GSE96703","MicroArray","GPL6947","SPP1","6.465","10.303","False"
"Mdc","","","GSE89442","RNASeq","","CCL22","11.006","10.222","True"
"Pdc","24h","","GSE57915","MicroArray","HG-U133_Plus_2","IFNA14","4.589","10.172","True"
"Neutrophil","1h","","GSE70068","RNASeq","","EDN1","3.470","10.166","True"
"Neutrophil","1h","5ng/mL","GSE40548","RNASeq","","OSM","3.806","10.154","True"
"Neutrophil","1h","","GSE70068","RNASeq","","PDE4B","3.453","10.115","True"
"Neutrophil","1h","","GSE70068","RNASeq","","HCAR3","3.453","10.114","True"
"Monocyte","12h","","GSE35304","MicroArray","GPL6480","CH25H","9.506","10.073","False"
"Pdc","24h","","GSE57915","MicroArray","HG-U133_Plus_2","IFNA16","4.538","10.061","True"
