"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","CSRP2","0.768","4.032","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","SOAT1","2.151","4.031","True"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","SGMS2","-1.781","-4.031","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","P4HA3","-1.655","-4.031","False"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","GRIK3","1.236","4.030","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CDCA7L","-2.410","-4.030","True"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","COL4A1","2.006","4.029","True"
"H9 Hesc","6h","50ng/mL","GSE76586","RNASeq","","MMP16","-1.437","-4.028","False"
"H9 Hesc","6h","50ng/mL","GSE76586","RNASeq","","NME2","1.437","4.027","False"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","SLC44A5","0.767","4.027","False"
"Embryonic Stem","1d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","PCDH18","-1.389","-4.026","False"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","ANGPT1","2.208","4.025","True"
"Hesc Line H1","","","GSE21715","MicroArray","GPL10399","APOBEC3G","1.952","4.025","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","PEG10","-0.767","-4.024","False"
