"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","SCARA5","-3.328","-17.464","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","EPYC","6.236","15.186","False"
"Pbmc","","","GSE78276","RNASeq","","CTSL","2.860","15.161","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","HAPLN1","4.542","14.810","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","TFAP2A","4.534","14.786","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","HPGD","4.516","14.727","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","DLX5","4.251","13.861","True"
"H9 Hesc","6h","50ng/mL","GSE76586","RNASeq","","NPTX1","-4.929","-13.815","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","SCIN","5.386","13.116","False"
"H9 Hesc","6h","50ng/mL","GSE76586","RNASeq","","LEFTY2","4.606","12.909","False"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CER1","6.550","12.743","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","PLPP4","2.429","12.743","False"
"Embryonic Stem","1d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","EOMES","4.388","12.718","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","ACAN","5.181","12.617","False"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","GATA3","3.869","12.615","True"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","MFAP4","5.525","12.505","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","KLHL4","-3.788","-12.352","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CER1","7.368","12.319","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","PROC","2.327","12.211","False"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","HAS2","6.132","11.929","True"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","FGF17","5.263","11.912","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","CNMD","4.840","11.786","False"
"H9 Hesc","6h","50ng/mL","GSE76586","RNASeq","","LEFTY1","4.189","11.741","False"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","PLP1","2.220","11.649","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","LUM","6.180","11.584","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","SERTM1","-2.200","-11.546","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","S100B","4.689","11.419","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","SERPINA3","4.685","11.410","False"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","WLS","3.487","11.369","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CER1","6.211","11.325","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","CPM","4.643","11.306","False"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","MSX2","3.463","11.292","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","KCNS1","4.635","11.289","False"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CER1","6.181","11.233","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","MATN4","4.550","11.080","False"
"Pbmc","","","GSE78276","RNASeq","","PRR5L","2.088","11.070","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","PLA2G7","-4.536","-11.046","False"
"Hips-Huvhips4F1","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","LUM","8.535","11.006","True"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","LGR5","5.470","10.983","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","HAND1","5.848","10.963","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","DKK1","3.355","10.941","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","EPAS1","3.342","10.896","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","HAPLN1","5.777","10.829","True"
"Embryonic Stem Cell H1","24h","","GSE99202","RNASeq","","SNORA74A","-4.744","-10.809","False"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","PAX6","3.290","10.728","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CYP26A1","5.873","10.673","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","EDN3","-2.028","-10.639","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","APLNR","5.640","10.572","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","SLC40A1","5.782","10.509","True"
"Hips-Huvhips4F1","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","TECRL","8.148","10.507","True"
"H9 Hesc","6h","50ng/mL","GSE76586","RNASeq","","CER1","3.748","10.504","False"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","DUSP6","-3.212","-10.474","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","COL9A1","4.293","10.456","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","NECAB1","-4.273","-10.406","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","TFAP2A","5.545","10.395","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","CCL5","1.979","10.384","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","NDST4","-4.258","-10.370","False"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","EOMES","4.567","10.338","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","SLC40A1","5.667","10.333","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CYP26A1","5.663","10.325","True"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","PRDM1","5.232","10.178","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","POSTN","3.114","10.155","True"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","CD48","4.484","10.149","True"
"Embryonic Stem","1d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","DKK4","3.488","10.110","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","SELENOP","-4.146","-10.096","False"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","PCDH10","5.173","10.064","True"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","CXCR4","4.994","10.027","True"
"H1 Hesc","48h","50ng/mL","GSE41009","RNASeq","","LEFTY2","4.422","10.022","False"
"Embryonic Stem Cell H1","30h","","GSE99202","RNASeq","","SNORA74A","5.027","10.002","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","COL2A1","4.082","9.941","False"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","MFAP4","5.459","9.921","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","MAB21L2","3.036","9.900","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","CDH10","5.273","9.884","True"
"Embryonic Stem","1d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","MIXL1","3.403","9.863","False"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","ST8SIA4","4.898","9.835","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","FRZB","-1.866","-9.792","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","WLS","5.218","9.781","True"
"Embryonic Stem","1d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","SERPINE1","-3.365","-9.752","False"
"H9 Hesc","48h","50ng/mL","GSE76586","RNASeq","","NPTX1","-4.952","-9.734","True"
"H9 Hesc","48h","50ng/mL","GSE76586","RNASeq","","LEFTY2","4.948","9.727","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","BMP4","5.186","9.722","True"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","FGF17","4.840","9.719","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","COL11A2","3.987","9.709","False"
"Embryonic Stem Cell H1","24h","","GSE99202","RNASeq","","SP5","4.244","9.668","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","EPAS1","5.150","9.655","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","SPRY4","-2.961","-9.653","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","LGR5","5.140","9.634","True"
"Pbmc","","","GSE78276","RNASeq","","CAPG","1.817","9.633","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","LIX1","5.138","9.630","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","HPGD","5.127","9.611","True"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","COLEC12","4.240","9.598","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","PMP2","3.920","9.547","False"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","MFAP4","5.225","9.526","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","TRPA1","5.219","9.515","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","GATA3","5.075","9.513","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","PRDM1","5.682","9.500","True"
"H9 Hesc","6h","50ng/mL","GSE76586","RNASeq","","FGF8","3.389","9.497","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","MPZL2","3.876","9.438","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","MSX2","5.033","9.434","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","IDO1","-5.640","-9.430","True"
"Pbmc","","","GSE78276","RNASeq","","CCR4","1.772","9.392","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","ANXA1","2.864","9.338","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","EOMES","5.102","9.273","True"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","SLC40A1","4.763","9.266","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","SORL1","-1.763","-9.253","False"
"Hesc Line H1","","","GSE21715","MicroArray","GPL10399","FGF17","4.485","9.246","True"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","COLEC12","4.601","9.238","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","TRPA1","5.066","9.208","True"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","MFAP4","4.733","9.207","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","MEIS1","4.901","9.187","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","TGFBR3","-3.772","-9.186","False"
"H9 Hesc","6h","50ng/mL","GSE76586","RNASeq","","NODAL","3.266","9.152","False"
"Hesc Line H1","","","GSE21715","MicroArray","GPL10399","CER1","4.433","9.140","True"
"Hesc Line H1","","","GSE21715","MicroArray","GPL10399","FREM1","4.416","9.106","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","UCA1","4.856","9.103","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","EGFL6","-1.732","-9.090","False"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","PRDM1","4.966","9.054","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","ISL1","4.828","9.051","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","BAMBI","1.725","9.050","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","DLX5","4.819","9.033","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","FSTL5","1.721","9.031","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","HAS2","4.812","9.021","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","SLC17A8","-3.700","-9.011","False"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CD48","4.917","8.965","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","MFAP4","5.349","8.943","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","PRDM1","4.904","8.912","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","SEMA3G","-1.698","-8.910","False"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","SEMA3E","4.875","8.889","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","SLC40A1","5.293","8.850","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","SEMA3E","5.271","8.812","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","NELL2","-3.616","-8.807","False"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","TRPA1","4.513","8.780","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","ACP3","2.691","8.775","True"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","LGR5","3.869","8.757","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","CER1","4.668","8.751","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","WNT5A","4.667","8.749","True"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","IDO1","-4.488","-8.732","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","ITGA10","3.584","8.728","False"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","CLTRN","4.325","8.685","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","PLPPR5","-3.563","-8.677","False"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","PCDH10","3.826","8.660","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","VLDLR","-1.649","-8.652","False"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","EOMES","5.157","8.622","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","ALPK2","4.583","8.592","True"
"Hesc Line H1","","","GSE21715","MicroArray","GPL10399","LEFTY2","4.167","8.591","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","PCDH10","4.727","8.590","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","CNTN1","-3.526","-8.588","False"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","MEIS1","2.630","8.574","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","ABCG2","2.629","8.572","True"
"Hesc Line H1","","","GSE21715","MicroArray","GPL10399","CXCR4","4.154","8.565","True"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","PRDM1","3.778","8.552","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CXCR4","4.686","8.543","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","MIXL1","4.553","8.535","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","GPR37","1.625","8.526","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","ERG","3.500","8.524","False"
"Pbmc","","","GSE78276","RNASeq","","GAB2","-1.606","-8.514","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","HAS2","5.087","8.504","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","SLPI","3.485","8.488","False"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","C5","4.647","8.474","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","SEMA3E","4.661","8.470","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","KCND2","-3.465","-8.440","False"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","CER1","3.728","8.437","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","UNC5C","4.497","8.429","True"
"Embryonic Stem Cell H1","72h","","GSE99202","RNASeq","","EGR1","5.280","8.425","False"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","TNC","4.329","8.422","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","EPHA3","1.603","8.411","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","RGS2","3.451","8.404","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","KLHL41","-3.451","-8.404","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","CDH19","3.449","8.400","False"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","LGR5","4.315","8.395","True"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","PRSS35","4.177","8.386","True"
"H9 Hesc","48h","50ng/mL","GSE76586","RNASeq","","CER1","4.246","8.347","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CD48","4.592","8.346","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","GREM1","1.590","8.340","False"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CXCR4","4.589","8.340","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","DKK1","4.449","8.339","True"
"Hips-Huvhips4F1","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","LIX1","6.463","8.335","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","JUN","-1.587","-8.329","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","FLRT3","4.443","8.328","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","SAMD11","1.585","8.318","False"
"Embryonic Stem","1d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","ADGRL4","-2.867","-8.310","False"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CXCR4","4.962","8.296","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","IGFBP7","4.423","8.291","True"
"H1 Hesc","48h","50ng/mL","GSE41009","RNASeq","","LEFTY1","3.657","8.287","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","SEMA6D","4.407","8.262","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","TGFBR3","-1.574","-8.259","False"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","EOMES","4.107","8.246","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","GCNT1","3.385","8.245","False"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","C5","4.532","8.237","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","EOMES","4.518","8.237","True"
"Embryonic Stem","1d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","IDO1","-2.838","-8.224","False"
"Embryonic Stem","1d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","FAM71F1","-2.836","-8.218","False"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","THEMIS","1.564","8.207","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","SORBS1","3.360","8.183","False"
"Hesc Line H1","","","GSE21715","MicroArray","GPL10399","ANKRD37","3.969","8.183","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","CAPN6","3.358","8.179","False"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","SLC40A1","4.068","8.168","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","GADD45B","1.557","8.168","False"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","SNAI2","4.357","8.167","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","PCDH10","4.474","8.157","True"
"H9 Hesc","48h","50ng/mL","GSE76586","RNASeq","","LEFTY1","4.147","8.153","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CYP26A1","4.873","8.148","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","WNT8A","4.336","8.127","True"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CXCR4","4.169","8.111","True"
"Hips-Huvhips4F1","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","HAND1","6.286","8.106","True"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","FIBIN","3.326","8.101","False"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","GZMK","1.543","8.097","False"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","IDO1","-3.575","-8.092","True"
"Hips-Huvhips4F3","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","ENPEP","4.317","8.092","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","IDO1","-4.433","-8.082","True"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","SEMA3E","4.147","8.069","True"
"H9","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CNMD","-4.823","-8.064","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","IDO1","-4.430","-8.051","True"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","FGF17","4.425","8.041","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","GASK1B","1.531","8.032","False"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","LRIG3","3.999","8.030","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","ST8SIA4","4.402","8.026","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","COL15A1","-1.528","-8.020","False"
"Induced Chondrocyte","","","GSE69459","MicroArray","HuGene-1_0-st-v1","CDH7","-3.290","-8.013","False"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","CCL2","4.394","8.011","True"
"Embryonic Stem","1d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","MT1G","2.761","8.000","False"
"Ipsc3.5","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","LGR5","4.390","7.978","True"
"Pbmc","","","GSE78276","RNASeq","","DUSP4","1.504","7.973","True"
"Hesc Line H1","","","GSE21715","MicroArray","GPL10399","LEFTY1","3.866","7.971","True"
"Hesc Line H1","","","GSE21715","MicroArray","GPL10399","MT1X","-3.860","-7.959","True"
"Ipsc3.6","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","SERPINB9","4.088","7.953","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","LCP1","2.438","7.951","True"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","FLRT3","4.359","7.947","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","ADRB2","-1.511","-7.930","False"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","ISL1","2.432","7.929","True"
"Hes-H9","5d","100ng/mL","GSE39210","MicroArray","HuGene-1_0-st-v1","LIX1","2.428","7.918","True"
"Embryonic Stem","5d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","STC1","3.938","7.906","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","MAMDC2","1.507","7.905","False"
"Ipsc3.12","3d","","GSE25557","MicroArray","HuGene-1_0-st-v1","LGR5","4.335","7.904","True"
"Embryonic Stem","3d","100ng/mL","GSE29421","MicroArray","HuEx-1_0-st-v2","PRSS35","3.480","7.877","True"
"Induced Mesenchymal Stromal","","100ng/mL","GSE62783","MicroArray","HG-U133_Plus_2","ID2","1.499","7.867","False"
