"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","VAV2","0.350","2.477","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","DIO2","0.616","2.477","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","C1QTNF1","0.651","2.476","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","DMKN","-0.510","-2.476","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","FAM86C1P","0.510","2.476","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","FAM187B","-0.651","-2.475","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","SMCP","0.615","2.475","False"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","P2RY13","-0.434","-2.475","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","S100G","-0.434","-2.474","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","BBOF1","-0.349","-2.474","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","BCO2","-0.615","-2.473","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","CPA2","0.651","2.473","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","ZNF623","-0.349","-2.473","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","CYP4F22","0.615","2.473","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","KIF25","0.615","2.473","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","NAT8","0.650","2.472","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","PRDM16","-0.615","-2.472","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","BMP8B","-0.650","-2.472","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","TOP2A","-0.906","-2.472","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","KLF15","-0.433","-2.471","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","PUS7L","-0.614","-2.471","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","UCN2","-0.614","-2.471","False"
"Chordoma","","","GSE86036","MicroArray","GPL17692","IRF9","-0.509","-2.470","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","GDPD1","-0.433","-2.470","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","SQSTM1","-0.433","-2.470","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","FRMPD4","-0.509","-2.470","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","ADORA3","0.433","2.469","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","ADAM23","0.509","2.469","True"
