"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Hvk","2h","","GSE54181","MicroArray","GPL10558","KLF5","0.832","4.485","True"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","ALOX15B","1.336","4.485","False"
"Hfk16","24h","","GSE54181","MicroArray","GPL10558","SBDS","0.944","4.485","True"
"Immature Dendritic","3h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","NFKBIZ","1.299","4.484","True"
"Hck18","24h","","GSE54181","MicroArray","GPL10558","OAS2","0.634","4.483","True"
"Hck","24h","","GSE54181","MicroArray","GPL10558","ADORA2B","-0.755","-4.483","True"
"Primary B","1h","","GSE132835","RNASeq","","IER5","2.168","4.481","True"
"Primary Blood Dendritic","6h","","GSE73542","MicroArray","HG-U133_Plus_2","ZNF516","-1.576","-4.481","False"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","PDLIM1","-1.335","-4.480","False"
"Immature Dendritic","24h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","TREML1","1.753","4.480","True"
"Hfk2","24h","","GSE54181","MicroArray","GPL10558","CSRNP1","0.982","4.480","True"
"Immature Dendritic","3h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","GPR84","1.298","4.479","True"
"Hfk1","2h","","GSE54181","MicroArray","GPL10558","SERTAD2","0.625","4.478","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","TRIM22","-1.105","-4.478","False"
"Hvk18","24h","","GSE54181","MicroArray","GPL10558","CCNB1","-0.829","-4.476","True"
"Hfk16","24h","","GSE54181","MicroArray","GPL10558","NFKBIA","0.942","4.476","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","PTPRC","-1.105","-4.476","False"
"Primary Blood Dendritic","6h","","GSE73542","MicroArray","HG-U133_Plus_2","DHRS9","-1.573","-4.474","False"
"Primary B","1h","","GSE132835","RNASeq","","CD274","2.163","4.471","True"
"Immature Dendritic","24h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","CHST7","1.749","4.471","True"
"Immature Dendritic","24h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","CFP","1.749","4.471","True"
"Primary Blood Dendritic","6h","","GSE73542","MicroArray","HG-U133_Plus_2","ACKR3","1.572","4.470","False"
"Hvk","24h","","GSE54181","MicroArray","GPL10558","SAA1","0.887","4.469","True"
"Hvk","24h","","GSE54181","MicroArray","GPL10558","CTNNAL1","-0.886","-4.468","True"
"Hvk16","2h","","GSE54181","MicroArray","GPL10558","BCAT1","0.727","4.467","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","ADAM28","-1.102","-4.467","False"
"Immature Dendritic","24h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","ATP8B4","-1.747","-4.466","True"
"Hfk16","24h","","GSE54181","MicroArray","GPL10558","RFTN1","0.940","4.466","True"
"Primary B","1h","","GSE132835","RNASeq","","BCL3","2.160","4.464","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","P2RY8","-1.102","-4.464","False"
"Immature Dendritic","1h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","CCL1","0.963","4.463","True"
"Hvk18","24h","","GSE54181","MicroArray","GPL10558","CAB39","0.827","4.463","True"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","TNFSF13B","-1.329","-4.462","False"
"Hvk16","2h","","GSE54181","MicroArray","GPL10558","C7orf57","0.725","4.459","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","TNFRSF13C","-1.101","-4.459","False"
"Primary B","18h","","GSE132835","RNASeq","","TMEM63A","-3.151","-4.458","False"
"Primary B","1h","","GSE132835","RNASeq","","FANCF","-2.157","-4.457","True"
"Hfk1","24h","","GSE54181","MicroArray","GPL10558","MAMDC2","0.736","4.457","True"
