"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Monocyte","","","GSE37356","MicroArray","GPL10558","VAMP5","-1.529","-3.332","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","ZFP36","-3.127","-3.332","False"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","ZFP36L1","-1.210","-3.331","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","TPM4","-1.693","-3.331","True"
"Monocyte","","","GSE123573","RNASeq","","EMP1","1.139","3.331","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","TNFRSF9","3.125","3.330","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","TPRG1","3.125","3.330","False"
"Whole Blood","24h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","IL18RAP","-0.922","-3.330","True"
"Monocyte","","","GSE123573","RNASeq","","CLEC5A","1.138","3.330","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","HSPA5","0.629","3.330","True"
"Cd14Pos_Monocyte","72h","","GSE96703","MicroArray","GPL6947","PIM1","-2.413","-3.329","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","GPR150","2.992","3.329","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","STK17A","-1.993","-3.329","True"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","TAMALIN","-3.124","-3.329","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","ABCA1","1.528","3.328","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","CCDC88C","-3.123","-3.328","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","KIF13A","-3.644","-3.328","False"
"Whole Blood","24h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","GAS7","0.921","3.327","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","ZNF804A","-1.992","-3.326","True"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","PLAC8","1.208","3.326","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","SPP1","-0.740","-3.326","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","MLC1","-2.988","-3.325","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","NME4","1.991","3.325","True"
"Macrophage","","","GSE49240","MicroArray","GPL10558","OAZ1","-0.303","-3.325","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","TNS3","1.526","3.325","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","ACP2","1.689","3.324","True"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","ASGR1","-1.208","-3.324","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","ADA2","1.990","3.324","True"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","FADS2","0.740","3.323","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","ACOT13","0.740","3.322","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","TMEM268","1.688","3.322","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","ALOX5","1.989","3.322","True"
"Monocyte","","","GSE123573","RNASeq","","OLIG1","-1.136","-3.322","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","FOSL2","-3.116","-3.321","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","ANKRD46","3.636","3.321","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","IL1R2","0.739","3.321","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","SRD5A3","3.116","3.320","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","ITGB5","3.116","3.320","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","ZDHHC1","-3.634","-3.320","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","ALK","1.687","3.320","True"
"Monocyte","","","GSE123270","MicroArray","GPL10558","TNFSF10","0.874","3.320","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","COL17A1","-2.983","-3.320","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","HHLA3","1.987","3.319","True"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","DOCK3","3.114","3.318","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","FOXRED2","0.739","3.318","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","CCL2","0.739","3.318","False"
"Macrophage","","","GSE49240","MicroArray","GPL10558","PTPMT1","-0.302","-3.318","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","PLXDC2","2.981","3.317","True"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","DSC2","0.738","3.316","False"
"Monocyte","","","GSE123270","MicroArray","GPL10558","MTMR11","0.873","3.315","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","CCR7","-1.684","-3.315","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","DENND2D","1.985","3.315","True"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","TREML1","-3.629","-3.315","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","MAP3K8","-1.521","-3.314","False"
"Monocyte","","","GSE123573","RNASeq","","SMCO4","-1.132","-3.313","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","LIMA1","3.626","3.312","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","SLC37A2","3.108","3.312","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","FCMR","2.976","3.312","True"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","RAB3IL1","0.737","3.312","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","CCL7","2.975","3.311","True"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","CYP27A1","0.737","3.311","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","PLAC8","-3.107","-3.311","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","CXCR4","1.981","3.309","True"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","SYNC","-0.625","-3.309","True"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","PIM2","-0.737","-3.309","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","PRDM6","-0.625","-3.308","True"
