"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","CXCL11","2.572","11.994","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","IFIT3","3.406","11.981","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","ISG20","3.320","11.888","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","TAP1","2.553","11.854","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","GBP4","2.543","11.807","True"
"T Cd4","3d","","GSE65621","RNASeq","","CSF2","-2.751","-11.640","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","CTSS","3.231","11.570","True"
"T Cd4","3d","","GSE65621","RNASeq","","CCR4","-2.726","-11.534","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","ACKR4","3.218","11.521","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","G6PC","-2.479","-11.511","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","NMI","2.448","11.419","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","HLA-E","2.435","11.356","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","STAT1","2.440","11.330","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","CXCL9","3.470","11.299","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","CCL8","3.465","11.285","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","BST2","2.582","11.275","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","CD274","2.411","11.244","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","HLA-DOA","3.446","11.222","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","IFIT2","3.165","11.131","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","SERPING1","2.367","11.040","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","CTSS","2.346","10.940","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","MX1","2.345","10.938","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","DTX3L","2.504","10.938","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","NMI","2.346","10.890","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","GBP5","3.027","10.838","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","IFI27","3.070","10.799","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","CCL8","3.062","10.771","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","IFIT3","2.319","10.765","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","IFIT5","2.308","10.764","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","IFITM1","3.058","10.754","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","STAT1","3.646","10.722","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","HLA-DMA","3.635","10.691","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","GBP3","2.250","10.493","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","WARS1","2.257","10.478","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","GCH1","2.978","10.476","True"
"T Cd4","3d","","GSE65621","RNASeq","","GZMH","2.457","10.395","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","SIGLEC1","3.189","10.384","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","ETV7","3.518","10.347","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","GCH1","3.169","10.319","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","GAL","-3.154","-10.270","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","IFI44L","3.147","10.249","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","BATF2","3.482","10.239","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","IDO1","3.476","10.223","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","HERC6","2.335","10.198","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","PARP9","2.334","10.194","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","IFIT3","2.174","10.138","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","UBE2L6","2.316","10.117","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","FCER1A","-2.868","-10.086","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","IL32","2.810","10.061","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","P2RY13","2.859","10.057","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","HLA-E","2.302","10.055","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","ETV7","2.803","10.036","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","IFIT1","2.293","10.016","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","NLRC5","2.784","9.969","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","C1QC","3.042","9.906","True"
"T Cd4","3d","","GSE65621","RNASeq","","PRG4","2.332","9.867","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","NMI","2.249","9.825","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","ICAM1","2.739","9.808","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","APOL6","2.738","9.805","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","PLAAT4","2.718","9.732","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","WARS1","2.074","9.670","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","UBD","2.210","9.651","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","IFITM3","2.737","9.627","True"
"T Cd4","3d","","GSE65621","RNASeq","","GZMB","2.275","9.627","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","PLA1A","2.059","9.603","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","ERAP2","2.065","9.586","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","C1S","2.676","9.580","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","IFITM4P","2.190","9.565","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","CD274","2.189","9.558","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","C1QA","2.933","9.550","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","GSAP","2.667","9.548","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","IRF1","2.692","9.468","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","APOL1","2.644","9.468","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","MX1","3.214","9.452","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","MLKL","2.160","9.436","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","CFB","2.019","9.414","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","TNFSF10","2.673","9.402","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","UBE2L6","2.016","9.402","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","UBE2L6","2.619","9.378","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","IFIT5","2.144","9.362","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","CMPK2","2.611","9.347","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","IRF1","2.870","9.345","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","HP","2.004","9.344","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","LGMN","2.002","9.335","True"
"T Cd4","3d","","GSE65621","RNASeq","","AIM2","2.204","9.325","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","ACSL5","1.983","9.246","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","MMP8","-2.834","-9.227","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","ART3","2.576","9.222","True"
"T Cd4","3d","","GSE65621","RNASeq","","NKG7","2.171","9.187","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","LGALS3BP","2.820","9.183","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","AK5","-2.816","-9.169","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","IL18BP","1.965","9.162","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","PSMB9","1.953","9.109","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","IRF1","3.096","9.105","True"
"T Cd4","3d","","GSE65621","RNASeq","","NRN1","2.150","9.098","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","STAT1","2.074","9.057","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","TNFSF10","3.069","9.027","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","IFI44L","2.063","9.009","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","PARP9","1.937","8.995","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","SERPING1","3.039","8.938","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","EPSTI1","2.496","8.935","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","IFI44L","2.495","8.932","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","HABP2","1.914","8.927","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","CCN2","3.025","8.897","True"
"T Cd4","3d","","GSE65621","RNASeq","","TNFSF4","-2.099","-8.881","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","LIN7A","-2.520","-8.863","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","EPSTI1","2.718","8.852","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","TAP1","2.463","8.819","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","ACE2","2.450","8.772","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","CX3CL1","2.449","8.769","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","CD274","1.887","8.760","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","XAF1","1.996","8.720","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","WARS1","2.953","8.685","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","TAP2","1.856","8.658","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","IFITM3","1.975","8.624","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","PSMB10","2.391","8.562","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","CCL26","-2.420","-8.512","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","IFITM2","1.942","8.480","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","OAS3","1.939","8.470","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","SAMD9L","2.363","8.459","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","HLA-DPA1","2.361","8.454","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","IL18BP","1.812","8.413","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","GBP4","2.349","8.409","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","CTLA4","2.384","8.385","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","DDX60L","1.918","8.377","True"
"T Cd4","3d","","GSE65621","RNASeq","","LGALS1","1.971","8.338","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","GBP6","2.327","8.333","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","CD274","2.826","8.312","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","TAAR3P","1.903","8.311","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","HCP5","2.319","8.302","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","DPYD","1.780","8.300","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","MT2A","1.780","8.299","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","SP110","1.900","8.298","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","DTX3L","1.783","8.280","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","CCL2","2.542","8.279","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","RTP4","2.312","8.278","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","IFI35","1.775","8.277","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","STAT2","1.774","8.274","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","LOC154761","1.778","8.254","True"
"T Cd4","3d","","GSE65621","RNASeq","","GNA15","1.944","8.224","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","PXK","1.879","8.208","True"
"Huh7.5","72h","","GSE89610","MicroArray","HuGene-1_0-st-v1","SLC6A14","3.338","8.199","False"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","APOL3","2.330","8.196","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","STAT2","1.874","8.186","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","PSTPIP2","2.510","8.174","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","MOCOS","-2.321","-8.165","True"
"Primiary Epidermal Keratinocyte","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","RSAD2","2.278","8.157","True"
"Cd14+ Monocyte With Mcsf","","","GSE44955","MicroArray","HuGene-1_0-st-v1","DYSF","2.504","8.155","True"
"Thp1","18h","100ng/mL","GSE143228","MicroArray","HG-U133_Plus_2","SAMD9L","2.767","8.138","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","RNF213","1.863","8.136","True"
"Monocyte Derived Immature Dcs","","","GSE44732","MicroArray","HuGene-1_0-st-v1","LGALS3BP","2.311","8.130","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","TLR3","1.742","8.123","True"
