"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","CD180","-1.104","-3.707","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","APPL2","0.559","3.702","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","SELP","-1.102","-3.701","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","GIGYF1","-0.416","-3.699","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","SYTL2","0.558","3.699","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","PRL","-1.101","-3.697","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","FRMD6","0.800","3.690","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","FCMR","-1.099","-3.690","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","CCDC130","-0.415","-3.689","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","PHF3","0.556","3.688","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","NSMF","1.097","3.684","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","IKZF4","1.097","3.684","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","RFLNB","0.798","3.683","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","MYB","1.096","3.681","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","HCCAT5","1.095","3.678","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","NELL2","-0.796","-3.672","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","EME2","-0.413","-3.671","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","ICOS","-0.553","-3.668","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","NAT8B","1.091","3.664","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","TM4SF1","0.412","3.664","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","BCL2L1","0.794","3.663","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","GAL3ST4","-0.794","-3.663","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","SIGLEC8","1.090","3.662","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","AK5","-0.794","-3.661","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","PPP1R12C","-0.412","-3.661","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","C15orf61","0.793","3.656","False"
