"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","SERPINB3","3.219","13.381","False"
"Pnsc Neural Stem Cells+Ab42","3w","10nM","GSE108038","RNASeq","","CCL26","2.682","13.380","True"
"Gmcsf","24h","","GSE46903","MicroArray","GPL6947","MT1F","-4.196","-13.373","False"
"Cd14+ Monocyte","144h","","GSE96715","RNASeq","","FCN1","-8.425","-13.371","False"
"Cd25- T","3d","","GSE24634","MicroArray","HG-U133A","PPBP","-4.322","-13.360","False"
"Cd25+ T","3d","","GSE24634","MicroArray","HG-U133A","CXCL9","-4.167","-13.357","True"
"Cd25- T","5d","","GSE24634","MicroArray","HG-U133A","CCL17","4.453","13.350","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","PPP1R14A","3.125","13.339","False"
"Macrophage","48h","10ng/mL","GSE35434","MicroArray","GPL6947","TSPAN7","3.414","13.312","False"
"Blood Cd14+ Monocyte","6d","25ng/mL","GSE79706","MicroArray","HG-U133_Plus_2","PPBP","-6.554","-13.304","False"
"Primary Bronchial Epithelial","12h","","GSE78914","MicroArray","HG-U133_Plus_2","IL13RA2","4.430","13.303","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","GPR183","2.929","13.302","False"
"Monocyte Derived Macrophage","","","GSE120086","RNASeq","","CCL13","5.178","13.300","False"
"Macrophage","","","GSE49240","MicroArray","GPL10558","MMP9","-4.523","-13.291","False"
"Cd25- T","3d","","GSE24634","MicroArray","HG-U133A","ALOX15","4.300","13.291","False"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","CCL2","-4.923","-13.268","False"
"Mcsf Macrophage","2d","","GSE61298","MicroArray","PrimeView","RAMP1","5.742","13.255","False"
"Macrophage","18h","","GSE36537","MicroArray","GPL6480","HLA-DQA1","-7.288","-13.248","True"
"Macrophage.Ccr5-Using Hiv1 Non Replicating Inoculated","5d","","GSE55029","MicroArray","GPL10558","FCER2","4.038","13.230","False"
"Blood Cd14+ Monocyte","6d","25ng/mL","GSE79706","MicroArray","HG-U133_Plus_2","ALOX15","6.514","13.222","False"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","FETUB","3.927","13.197","False"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","CDH26","3.925","13.193","False"
"Macrophage+Rosiglitazone","12h","","GSE16385","MicroArray","HG-U133_Plus_2","IL24","-3.970","-13.137","False"
"T Cd4","24h","","GSE17974","MicroArray","HG-U133_Plus_2","OAS1","-3.150","-13.135","False"
"Pbmc+Rv16","","","GSE106963","MicroArray","HuGene-2_1-st","CD1B","3.584","13.125","False"
"Macrophage","","","GSE123603","RNASeq","","CD209","4.361","13.104","False"
"T Cd4","72h","","GSE17974","MicroArray","HG-U133_Plus_2","RRS1","3.535","13.101","False"
"Macrophage","24h","","GSE85346","MicroArray","GPL13497","CCL26","8.601","13.086","False"
"Primary Bronchial Epithelial","24h","","GSE78914","MicroArray","HG-U133_Plus_2","ITLN1","4.826","13.083","False"
"T Cd4","24h","","GSE17974","MicroArray","HG-U133_Plus_2","PPP1R14A","3.137","13.080","False"
"Cd25- T","10d","","GSE24634","MicroArray","HG-U133A","IDO1","-4.565","-13.078","True"
"Monocyte-Derived Dendritic","","","E-MEXP-2000","MicroArray","HG-U133A","PALLD","5.887","13.077","True"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","USP18","-3.063","-13.073","False"
"Gmcsf","12h","","GSE46903","MicroArray","GPL6947","CD14","-3.573","-13.070","False"
"Primary Monocyte","","","GSE86298","MicroArray","HuGene-1_0-st-v1","CD1B","6.195","13.066","False"
"Macrophage.Ccr5-Using Hiv1 Inoculated","5d","","GSE55029","MicroArray","GPL10558","SPINT2","3.776","13.065","False"
"Macrophage","12h","","GSE16385","MicroArray","HG-U133_Plus_2","IL24","-3.816","-13.060","False"
"Primary Keratinocyte","","","GSE36287","MicroArray","HG-U133_Plus_2","HSD3B1","3.214","13.053","True"
"Primary Bronchial Epithelial","12h","","GSE78914","MicroArray","HG-U133_Plus_2","SH2D1B","4.335","13.017","False"
"Macrophage.Uninfected","5d","","GSE55029","MicroArray","GPL10558","RAMP1","4.821","13.014","True"
"Cd25- T","3d","","GSE24634","MicroArray","HG-U133A","FABP4","4.209","13.011","False"
"Primary Bronchial Epithelial","72h","","GSE78914","MicroArray","HG-U133_Plus_2","POSTN","5.928","13.002","False"
"Pnsc Neural Stem Cells+Ab42","3w","10nM","GSE108038","RNASeq","","COL6A6","2.605","12.996","True"
"Macrophage","24h","","GSE85346","MicroArray","GPL13497","CCL17","8.532","12.982","False"
"Macrophage","18h","","GSE36537","MicroArray","GPL6480","RAMP1","7.139","12.979","True"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","SERPINB10","3.861","12.978","False"
"M1 Mdm_Noncf","24h","","GSE100521","MicroArray","GPL10558","CCL26","2.714","12.975","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","RRS1","3.286","12.965","False"
"Fibroblast","2","","GSE56308","MicroArray","GPL6480","CCL2","-4.150","-12.948","True"
"Macrophage","","","GSE49240","MicroArray","GPL10558","MAOA","4.405","12.944","False"
"Primary Bronchial Epithelial","6h","","GSE78914","MicroArray","HG-U133_Plus_2","IL13RA2","3.624","12.913","True"
"Pbmc","6h","","GSE59184","MicroArray","HG-U133_Plus_2","CD1B","4.789","12.908","False"
"Pnsc Neural Stem","3w","10nM","GSE108038","RNASeq","","CISH","2.359","12.903","True"
"Cd14+ Monocyte","144h","","GSE96715","RNASeq","","ALOX15","8.096","12.848","False"
"Primary Monocyte","","","GSE86298","MicroArray","HuGene-1_0-st-v1","ALOX15","6.090","12.844","False"
