"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Epithelial Kb","1h","","GSE64237","MicroArray","GPL4133","NEGR1","0.132","3.096","True"
"Epithelial Kb","24h","","GSE64237","MicroArray","GPL4133","HLA-DRB6","-0.163","-3.096","True"
"Epithelial Kb","0.5h","","GSE64237","MicroArray","GPL4133","BEX5","-0.141","-3.095","True"
"Epithelial Kb","3h","","GSE64237","MicroArray","GPL4133","SPRR2D","0.173","3.093","True"
"Epithelial Kb","3h","","GSE64237","MicroArray","GPL4133","TAS2R10","-0.173","-3.093","True"
"Epithelial Kb","0.5h","","GSE64237","MicroArray","GPL4133","SHOC1","-0.141","-3.092","True"
"Epithelial Kb","1h","","GSE64237","MicroArray","GPL4133","HRG","0.131","3.092","True"
"Epithelial Kb","24h","","GSE64237","MicroArray","GPL4133","PCDHGA3","-0.163","-3.091","True"
"Epithelial Kb","24h","","GSE64237","MicroArray","GPL4133","FAM20A","-0.163","-3.091","True"
"Epithelial Kb","0.5h","","GSE64237","MicroArray","GPL4133","TTTY13","-0.141","-3.091","True"
"Epithelial Kb","3h","","GSE64237","MicroArray","GPL4133","PPBPP2","-0.173","-3.090","True"
"Epithelial.Kb","1h","","GSE64201","MicroArray","GPL6480","C17orf64","1.356","3.090","True"
"Calu32B4","6h","","GSE56678","MicroArray","GPL6480","PDLIM4","1.002","3.090","True"
"Epithelial Kb","0.5h","","GSE64237","MicroArray","GPL4133","FAM117A","-0.141","-3.090","True"
"Calu32B4","6h","","GSE56678","MicroArray","GPL6480","QPCT","1.002","3.089","True"
"Epithelial Kb","1h","","GSE64237","MicroArray","GPL4133","OLFML1","0.131","3.088","True"
"Epithelial Kb","1h","","GSE64237","MicroArray","GPL4133","STATH","-0.131","-3.088","True"
"Epithelial Kb","0.5h","","GSE64237","MicroArray","GPL4133","RAPGEF2","0.141","3.088","True"
"Huh7","1h","10ng/mL","GSE89166","MicroArray","GPL16699","NR4A2","1.193","3.087","True"
"Epithelial Kb","24h","","GSE64237","MicroArray","GPL4133","TMPRSS9","-0.163","-3.087","True"
"Calu32B4","6h","","GSE56678","MicroArray","GPL6480","ETV6","1.001","3.086","True"
"Epithelial.Kb","1h","","GSE64201","MicroArray","GPL6480","SSX3","1.354","3.086","True"
"Epithelial Kb","1h","","GSE64237","MicroArray","GPL4133","TBX6","-0.131","-3.086","True"
"Epithelial Kb","1h","","GSE64237","MicroArray","GPL4133","PIK3R3","0.131","3.086","True"
"Calu32B4","24h","","GSE56678","MicroArray","GPL6480","KRT14","-0.813","-3.085","True"
"Epithelial Kb","1h","","GSE64237","MicroArray","GPL4133","CD300E","0.131","3.083","True"
"Calu32B4","6h","","GSE56678","MicroArray","GPL6480","CD47","1.000","3.083","True"
"Epithelial Kb","0.5h","","GSE64237","MicroArray","GPL4133","OLAH","-0.141","-3.083","True"
"Calu32B4","24h","","GSE56678","MicroArray","GPL6480","CD24","-0.813","-3.083","True"
"Keratinocyte","24h","10ng/mL","GSE25400","MicroArray","HuGene-1_0-st-v1","MET","0.748","3.083","True"
"Calu32B4","24h","","GSE56678","MicroArray","GPL6480","ERICH5","-0.812","-3.081","True"
