"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Su-Dhl2","72h","200pg/mL","GSE115855","MicroArray","GPL13497","MARCO","-0.827","-4.433","False"
"Fibroblast","2h","1ng/mL","GSE129484","MicroArray","HuGene-1_0-st-v1","F3","0.697","4.431","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","C3","1.441","4.428","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","IVL","1.441","4.427","True"
"Fibroblast","18h","1ng/mL","GSE129484","MicroArray","HuGene-1_0-st-v1","CXCL8","0.576","4.427","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","TRIB3","-1.441","-4.426","True"
"Primary Keratinocyte","","","GSE36287","MicroArray","HG-U133_Plus_2","RAB11FIP1","1.098","4.425","True"
"Dendritic","","","GSE53163","MicroArray","HG-U133_Plus_2","CYTL1","2.232","4.425","False"
"Dendritic","","","GSE53163","MicroArray","HG-U133_Plus_2","SPARC","2.232","4.425","False"
"Fibroblast","24h","1ng/mL","GSE129484","MicroArray","HuGene-1_0-st-v1","CDC7","-0.645","-4.424","False"
"Thp1","","100ng/mL","GSE37659","MicroArray","HG-U133_Plus_2","HNRNPC","2.841","4.423","True"
"Fibroblast","12h","1ng/mL","GSE129484","MicroArray","HuGene-1_0-st-v1","ESCO2","0.533","4.422","False"
"Fibroblast","4h","1ng/mL","GSE129484","MicroArray","HuGene-1_0-st-v1","ACKR4","-0.599","-4.421","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","TMEM45B","1.439","4.421","True"
"Aortic Vascular Smooth Muscle","6h","100ng/mL","GSE11367","MicroArray","HG-U133_Plus_2","YRDC","1.046","4.421","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","FRK","1.439","4.421","True"
