,plate_name,position,sample,pool,concentration,concentration_unit,antigen_in_sample,variable,value
260,CALI2,D07,AgPool4,4,14400.0,ng/mL,IL-12 p40,IL-23,-1.3784706438629613
261,CALI2,D08,AgPool4,4,9.437184,ng/mL,IL-12 p40,IL-23,-1.6502453733037825
262,CALI2,D09,AgPool5,5,14400.0,ng/mL,IL-12 p70,IL-23,0.4173304236269715
263,CALI2,D10,AgPool5,5,9.437184,ng/mL,IL-12 p70,IL-23,-0.19052058266755267
264,CALI2,E03,AgPool2,2,5760.0,ng/mL,IL-23,IL-23,40.9468226990521
265,CALI2,E04,AgPool2,2,3.774874,ng/mL,IL-23,IL-23,-0.1130703042008463
266,CALI2,E07,AgPool4,4,5760.0,ng/mL,IL-12 p40,IL-23,-0.009720900168019853
267,CALI2,E08,AgPool4,4,3.774874,ng/mL,IL-12 p40,IL-23,0.1589687793408956
268,CALI2,E09,AgPool5,5,5760.0,ng/mL,IL-12 p70,IL-23,2.4483464462495164
269,CALI2,E10,AgPool5,5,3.774874,ng/mL,IL-12 p70,IL-23,-0.05721898429165151
270,CALI2,F03,AgPool2,2,2304.0,ng/mL,IL-23,IL-23,30.814356985725766
271,CALI2,F04,AgPool2,2,1.509949,ng/mL,IL-23,IL-23,-0.9718228740732471
272,CALI2,F07,AgPool4,4,2304.0,ng/mL,IL-12 p40,IL-23,-0.412557990771667
273,CALI2,F08,AgPool4,4,1.509949,ng/mL,IL-12 p40,IL-23,-0.16448022784327776
274,CALI2,F09,AgPool5,5,2304.0,ng/mL,IL-12 p70,IL-23,0.9334553360336173
275,CALI2,F10,AgPool5,5,1.509949,ng/mL,IL-12 p70,IL-23,-0.4627087431805066
276,CALI2,G03,AgPool2,2,921.6,ng/mL,IL-23,IL-23,20.422609024025995
277,CALI2,G04,AgPool2,2,0.60398,ng/mL,IL-23,IL-23,0.7569177460784005
278,CALI2,G07,AgPool4,4,921.6,ng/mL,IL-12 p40,IL-23,-1.2877381169703384
279,CALI2,G08,AgPool4,4,0.60398,ng/mL,IL-12 p40,IL-23,-0.17295576093943055
280,CALI2,G09,AgPool5,5,921.6,ng/mL,IL-12 p70,IL-23,1.7822851298815223
281,CALI2,G10,AgPool5,5,0.60398,ng/mL,IL-12 p70,IL-23,1.2279039837116201
282,CALI2,H03,AgPool2,2,368.64000000000004,ng/mL,IL-23,IL-23,9.807630101188813
283,CALI2,H04,AgPool2,2,0.241592,ng/mL,IL-23,IL-23,-0.24127064071901572
284,CALI2,H07,AgPool4,4,368.64000000000004,ng/mL,IL-12 p40,IL-23,-0.40184953741544405
285,CALI2,H08,AgPool4,4,0.241592,ng/mL,IL-12 p40,IL-23,0.8430576019179625
286,CALI2,H09,AgPool5,5,368.64000000000004,ng/mL,IL-12 p70,IL-23,0.18500367995031297
287,CALI2,H10,AgPool5,5,0.241592,ng/mL,IL-12 p70,IL-23,-0.6198417461142469
