sample_number,day,plate_number,donor,plate_barcode,row,column,position,cytokine,cytokine_concentration,cytokine_concentration_unit,stimulus,stimulus_concentration,stimulus_concentration_unit,control_type,cell_type,cell_seeding_density,cell_seeding_density_unit,cell_culture_density,cell_culture_density_unit,cell_culture_volume,cell_culture_volume_unit,cell_culture_vessel,cell_culture_time,cell_culture_time_unit,cell_culture_media,sample_id,plate_id,well_id,dilution_media,dilution,qc_comment,qc_flag,Activin A,AITRL (GITR Ligand),alpha-Synuclein,Amphiregulin,Amyloid beta,APRIL,BAFF,BCMA (TNFRSF17),BDNF,BMP2,BMP3,BMP4,BMP6,BMP7,BMP9,C5 C5a,Calbindin,CCL1,CCL11,CCL13,CCL14,CCL15,CCL16,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL24,CCL25,CCL26,CCL27,CCL28,CCL3,CCL4,CCL5,CCL7,CCL8,CD14,CD163,CD276 (B7-H3),CD27L,CD30,CD40L,CNTF,CRP,CX3CL1,CXCL1,CXCL10,CXCL11,CXCL12 (alpha),CXCL12 (beta),CXCL13,CXCL14,CXCL16,CXCL17,CXCL3,CXCL4,CXCL5,CXCL6,CXCL7,CXCL9,Cytochrome C,EGF,EGFR,EMMPRIN,FAS-L,FGF-1,FGF-19,FGF-2,FGF-21,FGF-4,FGF-6,FGF-7 (KGF),FGF-9,FGFR3 (IIIc),FLRG (FSTL3),Flt-3 Ligand,G-CSF,GDF-11 (BMP-11),GDF-15 (MIC-1),GDNF,GM-CSF,Granzyme B,Growth Hormone (Somatotropin),HGF,HVEM,ICAM-1,ICAM-2,IFN alpha 2 (alpha 2b),IFN beta,IFN gamma,IFN-epsilon,IGF-1,IL-1 alpha,IL-1 beta,IL-1 R1,IL-1 RA RN,IL-10,IL-11,IL-12 p35,IL-12 p40,IL-12 p70,IL-15,Il-15 IL-15R alpha complex,IL-16,IL-17A,IL-17B,IL-17C,IL-17E (IL-25),IL-17F,IL-18,IL-2,IL-2 RA,IL-21,IL-22,IL-22 BP,IL-23,IL-24,IL-27,IL-28A,IL-29,IL-3,IL-31,IL-32 (alpha),IL-33,IL-35,IL-4,IL-5,IL-6,IL-6 R alpha,IL-7,IL-8,IL-9,Leptin,LIF,LOX1 (OLR1),M-CSF,M-CSF R (CD115),Mesothelin,MIF,MMP-1,MMP-10,MMP-12,MMP-2,MMP-3,MMP-7,MMP-9,NF-L,NGF beta,NRG1 beta 1,Oncostatin M (OSM),Osteopontin (OPN),PCSK9,PDGF-BB,PLGF,Procalcitonin,PTX3 (Pentraxin 3),Resistin,SAA,SCF,ST2 (IL-33R),TGF-beta 1 (LAP domain in precursor),TGF-beta 1 (total),TGF-beta 2,TGF-beta 3,Tie-2,TIMP1,Tissue Factor (TF),TNF alpha,TNF beta,TNF RI,TNF RII,TNF RIII (Lymphotoxin Beta R),TPO (Thrombopoietin),TRAIL,TREM2,TSLP,TWEAK,uPA,VCAM-1,VEGF Receptor 2 (Flk-1),VEGF-A (165),VEGF-C,VEGF-D,VEGFR-1,WISP-1 (CCN4),XCL1 (Lymphotactin)
28,1,1,1,R-D1-LPS,B,4,B04,control,0,ng/mL,LPS,2000,ng/mL,no cyto,PBMC,2000000,cells/mL,666667,cells/mL,0.075,mL,384 wellplate,24,hours,RPMI + 10% FBS,28,R-D1-LPS,B04,2,1,1,1,-0.035997704,0.008956584,0.074110593,0.016618977,0.037831411,-0.03655742,-0.035656701,0.006863402,0.021212324306893484,0.049204176,0.026533013,0.049241175,-0.010501102,0.018437242470188717,-0.004957234,-0.015016897,-0.006606012,-0.223399245,0.014879159221797077,0.006427563,-0.004447848,-0.009482914,-0.023979066,0.008238579,0.022414917605163343,0.016511054231009244,-0.577152905,0.014842775162381187,-0.008734984,-0.106040877,0.017103960498998164,-0.582927898,-0.003847779,0.038259661483240406,0.032997899,-0.012677876,0.012409459800836853,0.004234175,0.12463632564403393,-0.148308801,-0.048575963,-0.000575859,0.044433553148877133,0.056795888,-0.014953232,0.034171582,0.001665845,-0.000956115,0.018795144054908435,0.005036077,-0.069165855,-0.030858982,-0.007264197,-0.030402218,-0.012863573,0.020671405976950347,-0.008442344,-0.363581386,0.06624359,-0.065739023,0.019497523560350977,-0.175184177,-0.046544278,0.004570659,-0.008283686,0.008016917,-0.011570884,-0.022103409,0.022733595,-0.002013141,-0.000349938,0.012782232189903956,-0.024495172,-0.008234157,-0.005725983,-0.005086912,-0.002991052,0.008694697,-0.015180824,-0.027268688,0.008143464,-0.015145712,0.001802624,0.005981945,-0.014574971,0.030952475197503423,0.081498859,0.001503693,-0.030372438,0.016159672561280675,-0.000666643,-0.014945392,0.001216392,0.015033352912576306,0.34135530872109743,0.032024462,0.082762404,0.2828933786248805,0.1997568260274829,0.027688742,-0.020188406,0.044392733,-0.007156167,-0.009239431,0.057350092,0.032490357,-0.001359436,-0.009659024,0.039983964,-0.014586992,0.037188006523196426,0.000828535,-0.023215407,-0.002108562,0.006471009,0.006605866,0.014409087168496478,0.018178760487454714,-0.012816502,0.014748961790910967,0.069196265,-0.032079016,-0.004308646,-0.004808697,0.019441431508259353,0.012810329068914966,0.003034609,-0.062112143,-0.001760413,-0.001736206,-0.009236165,0.020531315,0.022029778,-0.001516697,0.013181597,0.026645691,-0.004460312,-0.025148905,-0.004851621,0.009009656,-0.005817134,-0.012524546,0.011474008060779197,0.047112924,0.1563908186282949,-0.060183945,-0.01880379,0.032769803002388326,0.000988074,0.012724098771693044,0.036175203,0.029229266448157883,-0.009157614,-0.009360349,0.010309115358296135,0.008359832,0.022954884255872072,-0.023194111,-0.00533799,0.002085857,-0.044615209,0.026959408897634596,0.028686521277101185,-0.011050924,-0.048452086,-0.016697515,-0.016817248,-0.003643883,0.057099122,-0.022077396,-0.144367774,-0.037126111,0.10723170555298189,0.1483683088487021,0.016569107,-0.006110675,0.006135896,0.021778667700326867,-0.072310661,-0.008806337,0.025494388224656238,0.009970226,-0.00852775,-0.061780978,0.003324943,-0.020991945,0.021070827214515944,-0.002611945,-0.010185513,-0.026243151,0.019833298
50,1,1,1,R-D1-LPS,C,2,C02,control,0,ng/mL,LPS,2000,ng/mL,no cyto,PBMC,2000000,cells/mL,666667,cells/mL,0.075,mL,384 wellplate,24,hours,RPMI + 10% FBS,50,R-D1-LPS,C02,2,1,1,1,-0.019604514,0.008513058,0.017761844052861405,-0.012773249,-0.032480376,0.020506153,-0.071511158,-0.006939842,0.0486521,0.04322562,-0.021995943,-0.001172227,-0.009415826,-0.003141805,0.007875403,0.059530889930492395,0.009506954,-0.280453837,0.008826058,-0.014698992,0.058927261922144786,-0.017045714,-0.028352664,0.00746463,-0.034167036,0.023093212,-0.610183448,0.023473515,-0.001328873,-0.152043122,0.018268307,-0.719655192,0.015874985985867156,0.13261187245421202,0.035359346,-0.016634757,-0.035070096,-0.011263734,0.085003711,-0.161477269,-0.094787381,-0.004373909,0.0554673,0.038365666,-0.005596197,0.034587697451524624,-0.010529059,-0.010630659,-0.014677232,-0.007407601,-0.137699598,-0.043203096,-0.003554299,-0.00467007,0.040649163,0.036494736,0.004738535,-0.387441905,0.051941424,-0.029364262,-0.021060481,-0.217122088,-0.046436918,-0.011487655,-0.016223188,0.00841287,-0.013210662,-0.013817249,0.032695549,0.012403857515124985,0.016629849,0.004244497,0.023149973770969723,-0.010315909,0.017161456160729362,0.038848807,-0.000465276,0.010774986539149873,-0.045858539,0.008582491,-0.016086219,0.003228824,0.00155341,-0.001187289,-0.012527068,0.048040497276694086,0.001558951,0.004505401,0.003805891,0.012527756886519973,-0.006893589,-0.007387912,-0.002050109,0.005319712,0.5119892529479801,-0.011712367,0.031897616574476276,0.30852883419285004,0.21186262341083706,0.025785050333353494,-0.083686181,0.05798309,-0.031460402,0.027097604,0.045672756315048524,0.009905394,0.014559358607009463,0.000517373,0.039649668,0.01154048,0.021395834604819516,0.002159174,0.007548612,0.006380523,0.029655835921484873,0.011374412761742057,0.002292503,-0.002733124,-0.023604893,0.012667869963867479,0.061663421,-0.000835987,-0.012801156,0.027142114536146206,0.017492092169710385,0.013485338353217025,-0.014711657,-0.001230298,-0.001300649,-0.04103108,0.034012507,0.005774443,-0.013667621,-0.024993253,-0.013498652,-0.016087984,0.011460390777881066,-0.006457335,-0.029492651,-0.028420669,-0.055531767,0.002731356,-0.014596718,0.006459872,0.10814863603767223,-0.002522957,0.005558196,0.008547339,-0.000103823,-0.006124429,0.014878890095345543,-0.030355004,-0.003066115,0.026489993909341005,0.008045711,-0.015362894,-0.022835584,-0.019221222,-0.007187252,0.065039532,0.058671743,-0.011993534,0.016710714587976964,-0.005149798,-0.006996012,-0.044999755,-0.003080636,0.008196509,0.012717763356369122,-0.023766692,-0.170703792,-0.003936991,0.093980731,-0.082268554,-0.00060612,-0.042369172,-0.021838242,-0.031898399,-0.030931871,-0.004183423,0.036245981997974866,0.018753635,0.025184175197645375,0.007532237,0.012856496703066326,0.014248665166654701,-0.008398362,-0.008255708,0.024502038802797325,-0.013705539,-0.017426957
54,1,1,1,R-D1-LPS,C,6,C06,control,0,ng/mL,LPS,2000,ng/mL,no cyto,PBMC,2000000,cells/mL,666667,cells/mL,0.075,mL,384 wellplate,24,hours,RPMI + 10% FBS,54,R-D1-LPS,C06,2,1,1,1,-0.0673515,0.012877574031569696,0.012335421226478183,0.013976672695257975,-0.040603298,0.064364789,-0.028529085,-0.00117557,0.017548710475930103,0.012416209552126876,-0.044646375,0.000569143,-0.000985594,-0.005801469,0.019275901800267836,-0.081479313,0.012606945182524917,-0.474600603,0.021156451063562492,-0.014779055,-0.011399405,0.006102552,0.002756659,-0.038144946,0.050881772,0.014638393886520919,-0.572821372,0.03130735,-0.008633504,-0.149570179,-0.020940213,-0.712030431,0.009682196,0.066823207,0.030175629,-0.018747382,-7.00E-05,-0.027567492,0.10748104892169086,-0.15040752,-0.065845001,-0.013856835,-0.023818547,0.013970767394775846,-0.005543368,0.058007769889746236,0.000212614,-0.00245278,0.005378809,-0.023397068,-0.101790708,0.010675562190996891,0.004703121,0.014341273622392153,0.10419186608783042,-0.023061824,-0.003445602,-0.33755204,0.005375704,-0.070030836,0.00261189,-0.206410335,0.007141682,-0.016833551,-0.029240153,0.015957968,-0.033242029,0.011849018519292284,0.023480765538618734,-0.012212223,-0.028647652,0.027588336770164423,0.011168043956850466,-0.026050753,0.031580239726868284,0.016968777393315343,-0.002037671,-0.002064518,-0.02965581,0.010743563546057825,-0.024836996,0.009782928,-0.005188634,0.013840267,0.027736841414539422,0.033514606,-0.014639251,-0.013286392,0.001283061,-0.00438129,0.003840811,-0.029961001,0.011604872,0.015501101,0.34174856153147204,0.050353703,-0.007678127,0.28746122752472314,0.15238244114176647,0.013513863,-0.029568354,0.053516022,0.010598460115369562,0.007318525,0.10534430625338997,-0.009108423,-0.032021993,0.021853503,0.023217131,-4.75E-05,0.057587345,0.010071049660325525,0.001560583,-0.003015031,0.005747309,-0.021240702,0.028384505794754863,0.015133039086239228,-0.006560422,0.00860756,0.003715225,0.017402183973148758,0.005866192,0.036065254070048416,-0.022607377,0.004267517,-0.012035513,0.00056278,-0.006304925,0.022019914,0.022272489017739778,-0.00100065,0.060883082,-0.005016494,0.006101654,-0.007083859,0.009185207,0.019002580999167455,-0.020324534,0.011503405234556494,-0.026884858,-0.014886965,-0.006201963,0.020516609567665933,0.047595641985166845,-0.119835643,-0.023278879,-0.029121323,0.00114741,0.003730276,-0.014237342,-0.011551004,0.008312191,-0.001958092,-0.020931667,-0.005935826,-0.006857776,-0.036119435,-0.01126647,-0.055893117,0.069397818,0.004153515,-0.021618428,0.008328738,-0.010823815,0.013407122,0.03156909,0.016003239095644682,0.011826642,0.001033035,-0.157050756,-0.098194473,0.10093279500880148,-0.037782735,-0.034882437,-0.017724471,0.023308132553905653,0.023014945,-0.006002648,-0.028614942,0.026976998262960294,-0.023846495,0.024760387,0.010735491973821332,-0.020728055,0.043902715,0.005564291,-0.003886112,-0.013818555,-0.004507766,0.035454265
80,1,1,1,R-D1-LPS,D,8,D08,control,0,ng/mL,LPS,2000,ng/mL,no cyto,PBMC,2000000,cells/mL,666667,cells/mL,0.075,mL,384 wellplate,24,hours,RPMI + 10% FBS,80,R-D1-LPS,D08,2,1,1,1,-0.043015307,0.001438692,0.19953855419812322,-0.007466183,-0.026146004,-0.05460025,-0.045595183,-0.011557983,0.016359347404625763,0.040400781586294406,0.023373051963238578,0.028249402673375223,-0.002538689,-0.014397417,-0.008856448,-0.004287264,-0.019076661,-0.22907356,0.005725545,0.036003373,-0.015750953,-0.00032059,-0.018226277,-0.009709669,0.000660324,0.024527786,-0.656928634,0.029608334,-0.002883826,-0.034705754,0.013453114612911866,-0.594615825,-0.02861196,0.016185401053330606,-0.023935405,-0.009967214,0.021361400394716457,0.012932947,0.13125716044509583,-0.163964907,0.041358852,-0.008235142,0.037288706117214646,0.031700870265723796,0.004604176,0.003887683,-0.011538784,-0.010851653,0.010024718671308535,-0.05003637,-0.070896441,-0.031153692,0.007800257,0.015176425587402002,0.011599631,0.025148418,0.009141347,-0.365393144,0.019025657743233455,0.051353916091145035,0.026582958537668455,-0.156096117,0.017439652326080232,0.005473501,-0.021674612,0.009619788,-0.020984916,-0.002778028,0.035110919,-0.002746384,0.006027225,0.005763351,-0.020551916,-0.002625155,-0.034683747,0.023453944895358073,0.014255548089644155,-0.000124326,-0.015871185,-0.02602895,0.00062867,0.001745351,-0.009545005,0.016355885358161366,-0.017153073,0.049530203,0.032311769,0.010839764125280212,-0.001007906,0.017979936696023834,0.023168451,-0.003831228,-0.007795892,0.00405088,0.4404474587531011,-0.022441178,-0.02844295,0.2684054708574698,0.19207450769456247,-0.002461369,-0.009240546,0.032902274920121495,-0.022887609,-0.01512485,0.059541047,0.016078544467249555,0.002702452,-0.009958418,-0.008193748,0.006342308,-0.095184122,0.007067456,-0.024936672,-0.011140324,0.001484701,0.00583087,0.026594987,0.009431905,0.019660742457448154,0.000128306,4.4154350554798105e-05,0.017011272,0.016202204292474088,0.023501995,-0.024452009,0.021765540826896634,0.00366669,-0.064238595,-0.015097529,-0.022757952,0.00722833,-0.019577578,0.081796934,-0.007549635,0.023309995213396516,0.030187677,-0.010086565,-0.00148073,-0.031155212,-0.01292256,-0.09663991,-0.010252002,-0.001213204,0.029707011527723093,0.19609760156705708,-0.005282792,0.013741592601340495,-0.058060767,-0.009472061,0.006775451,0.053199491,-0.000460659,-0.005799707,0.021117707,-0.007471182,0.010159577128680777,0.041361237,0.0023938,0.000454639,-0.050191538,0.030578053,0.001130865,-0.000216804,0.003834961,-0.010297618,0.009999632,-0.039186375,0.015810763654455717,0.012161192,0.000736793,-0.154598077,-0.054504107,0.13186304108656843,0.051385586754178765,-0.005699752,-0.028064123,0.001801908,0.00630997,0.001172978,-0.015965886,0.035249136204827086,-0.038768488,-0.000248081,-0.033719901,-0.004443294,0.004828194,0.016660786399282458,0.024072418386767453,0.011147629284553923,-0.018199183,0.011380392032557673
101,1,1,1,R-D1-LPS,E,5,E05,control,0,ng/mL,LPS,2000,ng/mL,no cyto,PBMC,2000000,cells/mL,666667,cells/mL,0.075,mL,384 wellplate,24,hours,RPMI + 10% FBS,101,R-D1-LPS,E05,2,1,1,1,-0.050768018,0.028872821,0.12342193039027466,0.00170788,-0.02322709,0.11369119364918957,-0.053189991,0.001243248,0.012944356118745635,0.026556765111757124,0.006251761,0.008971525,-0.007578098,-0.00910482,-0.004070398,-0.096072013,-0.00961051,-0.180105273,0.008936504,0.000920415,0.020323945467232117,0.037851199,-0.034322622,-0.023814289,0.00134844,0.022633759,-0.633042414,0.017693540779435326,0.006270855,-0.090553051,-0.026507007,-0.538162378,-0.014063466,0.065843803,0.061532293,-0.014584599,0.002388001,0.009528082,0.1250513044614271,-0.14014602,-0.238018918,0.015438391133726914,-0.016386094,0.043876491336860085,-0.016537674,0.053822673,-0.004744302,0.000889288,0.004654123,-0.011285633,-0.106274545,-0.026830536,-3.52E-05,0.011886986,0.030539790661167694,-0.014974796,0.015250498852930065,-0.352418845,0.033260310337959564,-0.132711906,-0.048947272,-0.215812586,-0.002248884,0.006197781,-0.011081276,-0.007275808,-0.011659082,-0.006993836,0.033850444,-0.004690192,-0.010994363,-0.029045382,-0.001251859,0.00116357,0.00176301,0.026562771963509993,0.006824223,0.012693018482993404,-0.025605422,0.006813766,0.009223382,0.023828999986562016,0.00092385,-0.001499222,-0.007410271,0.060124807,0.075212683,-0.008845029,0.018128495886183687,0.000131574,0.005166436,0.002989286,-0.006829177,0.025186991047258717,0.3918783729418114,-0.009573091,0.054785694,0.26228507619558417,0.18042697407094155,0.018480769,-0.024736314,0.043603291,-0.018861358,0.026056191372570786,0.016523291,0.001366857,0.001258597,0.005394029,0.004390511,-0.022787238,-0.009785332,0.012257929768966684,-0.030255677,-0.013060353,-0.020058549,0.007360794,0.030108907874442484,0.009898667,0.016032611107703345,-0.007187815,0.045818116,-0.028506751,0.027907187631112825,-0.014358107,-0.079093576,0.037945441,0.007986491,-0.00278916,-0.017984047,-0.003344844,-0.005546434,0.00281385,0.029068642,-0.012138671,-0.031251514,0.023778788598110667,0.004576521,-0.012442826,0.003656631,-0.017956934,-0.078372347,-0.006275082,-0.016207957,0.022354990273027064,0.155730022,-0.021972673,0.012373425963095413,0.066844272,0.003984394,0.001338022,0.016710782,0.004706454,-0.011697696,-0.058218934,-0.010161176,-0.015770121,0.018193147,0.074078808,-0.019619813,0.000846793,0.023522413470974918,-0.002318529,0.003432153,0.015896723135880402,-0.014980905,-0.008902726,-0.012600407,0.003451257,0.020402877826665382,-0.002191415,-0.170356387,-0.021614926,0.12315828057530331,0.089199096,-0.032482697,-0.022075257,0.013343248476775992,-0.031483496,0.094980507,-0.008945187,0.033446355883196575,0.020520630150552874,0.013430267165423128,-0.016497993,-0.026127327,-0.018292849,0.014129843,5.128691671787126e-05,0.032213952,-0.011771292,-0.021496468
127,1,1,1,R-D1-LPS,F,7,F07,control,0,ng/mL,LPS,2000,ng/mL,no cyto,PBMC,2000000,cells/mL,666667,cells/mL,0.075,mL,384 wellplate,24,hours,RPMI + 10% FBS,127,R-D1-LPS,F07,2,1,1,1,-0.037577835,0.022884528261394654,0.047058693,-0.004883443,0.030808099607105767,0.005426568,-0.002439887,0.002297678,0.009731085,0.092315221,0.017537230042135622,0.028981882462717233,0.017980795515175688,0.011062814305375143,0.00577349,-0.043784186,0.000963427,-0.356200512,-0.015108378,-0.009858043,0.020130288226721228,0.033458664,-0.00711988,-0.050319966,-0.009397458,0.039468275,-0.610948684,0.011661366411922908,0.001781879,-0.08035187,0.020946777,-0.617132816,-0.053456371,-0.000965227,0.096608658,-0.025751428,-0.001532157,0.008510841,0.16767283347118256,-0.147282382,-0.07860097,-0.00695239,0.009051122,0.024858529,-0.001527484,0.006595527,-0.011331813,-0.00375402,-0.015005455,0.016529719612076513,-0.09649002,-0.036160161,-0.010771154,0.00778944,0.012253174347277756,-0.007846718,-0.025582809,-0.353310079,0.035892551,-0.194969826,0.028889068294010833,-0.173518343,-0.030940435,-0.008411197,0.018087891384571148,0.017745733554397125,-0.042047388,-0.008102285,0.031583012,0.009694173,-0.010236239,-0.027254106,-0.012843746,-0.007979264,-0.033092836,0.014372821348170733,0.015164282920222177,-0.017949688,-0.024793725,-0.008433795,0.008066518,0.006454208,-0.004719995,0.023524606618280337,0.008040797,0.068141967,0.07015824,0.01223,-0.008864551,0.00273788,-0.010733123,-0.004937758,0.012589558164172234,-0.011288004,0.46051537920114605,0.040982298,-0.021932862,0.3216141011343514,0.19993386409312175,0.002580268,-0.01262601,0.046435932415817414,-0.00250391,0.045064943,0.10146815187948954,-0.009754513,0.030620357,-0.006134244,0.012100167440506494,-0.004771443,0.014098054,-0.023267259,-0.021631396,-0.002032426,-0.001330284,0.016156927817636304,0.002996181,0.00645571,0.005947449,0.025343833035875694,-0.053550242,-0.075284852,-0.011397033,0.009542154,-0.072924414,0.009542432,-0.00059256,0.014516338534981172,0.011569352621335249,-0.030477491,0.019677242544833766,-0.00611847,0.069797498,-0.017271679,0.002292326,0.026096075484150827,0.016535618351727177,-0.016085996,0.003527139,0.008634825,-0.062945233,0.002233017,0.014639383,0.040623109198327845,0.1879620191689586,-0.065118268,0.002825162,0.010163779969643835,0.002038309,0.026045847926896716,-0.015931012,0.006308465,-0.004399765,-0.072982026,-0.020425179,0.022665728017020288,0.032386603433073285,0.054747598,0.021606780374545158,0.05849298,0.001984287,-0.013546442,0.019367872170679767,0.029261417390470074,-0.002912654,0.002553387,-0.032777555,0.028614763,-0.000357256,0.004015013,-0.170320648,-0.037070813,0.11491825266303546,0.11736658541542447,0.015475300720055249,-0.027357111,-0.007349751,-0.025053487,-0.031247754,-0.033113334,0.036538499360839964,-0.013264832,0.004368605,-0.036496275,-0.022274582,0.006480034,-0.002132727,0.008103582,0.002440288,-0.003730969,-0.047385683
147,1,1,1,R-D1-LPS,G,3,G03,control,0,ng/mL,LPS,2000,ng/mL,no cyto,PBMC,2000000,cells/mL,666667,cells/mL,0.075,mL,384 wellplate,24,hours,RPMI + 10% FBS,147,R-D1-LPS,G03,2,1,1,1,-0.055102232,-0.016244651,-0.056087055,0.004711611,0.029558030506643844,-0.018675562,-0.197026014,-0.021596834,-0.002764655,0.017869489,-0.010492459,0.017905679,-0.009480891,-0.030150421,-0.013032911,0.015019168592011993,-0.001037342,-0.374266648,-0.005859311,0.023129894668890896,0.084473512,0.049862072873678775,0.041595965431863155,-0.024734232,-2.24E-05,0.023431347584402955,-0.601428157,-0.006059605,0.012707337080556956,-0.176969781,0.031220864,-0.691445243,-0.004388544,0.031844073,0.00426662,-0.011774211,-0.011879862,-0.020044017,0.099455094,-0.123202364,0.019705108698572588,-0.018537065,0.010851761656540365,-0.002729485,-0.00409668,-0.013135235,0.00573515,0.015606691223974328,-0.035837325,-0.027377925,-0.134151953,-0.053933218,0.002180545,0.010997066323236774,0.052197978,-0.016576571,0.011663622875467614,-0.331939747,0.094267573,-0.113463787,-0.024292855,-0.190384745,0.011162418248379644,0.015284939102075179,0.025344889209102522,0.010750872515849894,-0.007446226,-0.004828857,0.038861465,-1.33E-05,-0.029170243,0.030866187080629152,-0.001910441,0.00019478,-0.010412944,-0.000535908,-0.00503042,0.015048173408526811,-0.014780024,-0.019761344,0.010362510530994599,-0.014634169,-0.014566165,0.001077713,0.039540194895156144,0.048264306,-0.011596094,-0.010085084,0.015074199274824021,-0.006506757,0.015574237673226675,-0.047858245,-0.007657572,-0.005465484,0.47598877811062934,0.013560712466679082,0.042115063,0.27645865456909324,0.14917962336999468,0.004963889,0.018431465821285353,0.04720077,-0.030456844,-0.006040981,-0.01633459,0.001700159,-0.001859531,-0.018780413,0.010975895597750474,-0.003888993,0.015592546306997416,-0.016248982,-0.000626372,0.029180456956946807,0.010217478277534907,0.037649141636282045,-0.003061283,-0.01139638,0.010314165583651974,0.015713736,0.06451141,-0.006661777,-0.001529833,0.026416523276915845,-0.074087272,-0.003355174,-0.005228837,0.059281301,-0.000309192,-0.063309191,0.044296001,0.030584894,0.005015672,-0.033523951,0.028315971,0.008722014,-0.058449059,0.00955265,-0.014367655,-0.000791126,-0.029682985,-0.033032486,0.004251862,0.016159504964638194,0.21893119235869873,0.073646221,-0.012160465,0.088157135,0.012915159227820624,-0.008342968,0.041594652180921676,-0.012021469,-0.022096117,-0.036251732,0.00745591,-0.006302502,-0.011869124,0.009038071,-0.005045281,0.005057995,0.05067974,-0.041580833,-0.026269878,0.003505499,0.038207574070093155,0.034768187,-0.001835263,0.094459245,-0.006064607,-0.007131529,-0.173365813,0.030952371,0.063907244,-0.014757295,0.013672081132947617,-0.037954473,0.014160724340274787,0.008715738,0.107704948,-0.020753144,0.005892199,0.008643854,0.019142937,-0.019069705,0.009538462,0.029891706956698447,0.00013529,-0.028279375,0.027639785443060998,0.027831657,-0.017453936
152,1,1,1,R-D1-LPS,G,8,G08,control,0,ng/mL,LPS,2000,ng/mL,no cyto,PBMC,2000000,cells/mL,666667,cells/mL,0.075,mL,384 wellplate,24,hours,RPMI + 10% FBS,152,R-D1-LPS,G08,2,1,1,1,-0.03520369,0.044557209,0.16424143083546644,-0.00471478,-0.028137749,-0.011962093,0.09258517,0.008108179,-0.059929432,0.064055194,0.015222464178598058,0.022217980220669963,-0.003003772,2.8551045211100846e-05,0.012335643962972556,-0.054097713,-0.004316056,-0.472114728,0.044542303,-0.009948912,-0.036412116,-0.020553936,-0.019456657,0.004297743,-0.004521159,0.051673515,-0.594263961,0.082625884,-0.008294682,-0.060566725,0.00600407,-0.62836493,-0.021479094,0.16952255698034088,0.055566148734372725,0.007512417,-0.004911295,-0.013840301,0.19549922585131263,-0.160638616,-0.181958761,-0.019478624,0.085706405,0.013699065,-0.01437288,0.057125133,0.02823817,-0.002336396,0.003000318,0.002278936,-0.094972296,-0.001376772,-0.002926697,-0.001600082,0.039013965,0.058533186,-0.000983563,-0.332411568,-0.036612342,-0.089522494,-0.014670677,-0.132872758,0.036564638,0.011103239,0.001310693,0.003780353,-0.059063738,-0.007710453,0.044371254,0.003630969,0.010487408073155718,-0.010550758,0.008816168,-0.003534373,0.033611204,-0.029998106,0.005637952,0.016334936012836476,-0.042590321,-0.003926348,0.035121475871461104,0.063424467,-0.015038745,-0.000295902,-0.010816618,0.054386841,0.032463735,-0.018206018,-0.006181801,-0.006464798,0.017506059099240093,-0.010554991,-0.001237793,0.040170238965126476,0.5095090236773325,0.031375023,0.027465172529046716,0.35687284172192646,0.16278625596551666,0.009651443,-0.024606406,0.057653431,-0.00042562,-0.021642059,0.15491353907421135,0.030413009133121213,-0.003774905,-0.014506528,0.008803486,-0.012296947,-0.057433817,-0.015493051,-0.012869161,-0.00788924,-0.010836167,0.012110253492007318,0.035340460150094406,0.003357503,0.020223420026603045,0.026320206985586805,-0.021626357,-0.004196084,-0.014834829,-0.027532391,-0.025372413,0.028828673,0.013404636981938913,0.019186184668785914,0.012924915056339817,-0.010965962,0.017727453141848506,0.002205509,0.043913987,-0.01536458,-0.017849392,-0.002892786,-0.028098586,-0.01541766,-0.007645747,-0.026630254,-0.080293667,-0.000860781,0.005415537,0.039486374937177715,0.16248027953915484,-0.03566587,-0.00201027,0.1106193556621819,0.002806768,0.023978941293118197,0.021166467362958408,0.012774300577546773,-0.001253454,-0.028032439,0.0072741,0.023220873532822976,-0.047428612,-0.010738118,-0.038279018,-0.018705036,-0.013704825,0.009121448,0.003533243,0.010242687449073279,-0.012395277,0.018741009203242467,0.009089819,-0.015613184,-0.001152753,0.004151038,-0.164970371,-0.065781449,0.10254953032988445,0.070779354,-0.002151701,-0.020403926,0.01695201,0.012291617539332224,-0.003328301,-0.011086558,-0.012420029,0.011912639323570553,0.006099292,-0.02176803,0.031027614388467267,0.017931637,0.020399651742886618,-0.003872968,0.048346217,-0.003624788,-0.017341979
