906890681.385887,227438888.759966,36933445.4419504,139528467.667408,1
39854327.9154813,83001711.9198909,134358148.850661,251513908.103838,2
518270868.125875,38311391.5989883,61663369.6589841,337305548.649573,3
39253280.456899,12099588.1430967,15074865.2413856,198617418.697251,4
40106281.4301281,85751675.0907462,226163393.257673,170913153.927039,5
163160759.869828,12659656.8858133,271034676.101532,1473013706.1057,6
939400502.822612,200417074.231487,191534827.542313,148048228.116206,7
91073287.2258287,59360115.5634946,25510710.1915569,25921084.6406586,8
266794974.475617,98458607.132938,810388142.576169,644853809.51213,9
685611176.057975,13613929.1675508,88763400.6194654,119316166.28992,10
417341818.26396,170414215.865722,466087162.083496,570059048.264238,11
39633438.0174523,969998802.752416,93079343.4718717,139307559.030294,12
39410765.6850236,988520376.740401,43723720.9606071,170500466.955416,13
39974884.6560714,1164346764.46045,1983112.69909163,9427835.02931684,14
40968661.3613987,64835175.8753281,837882261.563708,662904678.961643,15
80717274.1144381,868872767.65119,302285806.447151,283605014.371185,16
987012372.501472,230070516.510959,45903607.8059328,40878705.1638177,17
258843711.661521,50285709.7608093,354379227.109967,316689830.461191,18
369977526.699019,534108512.965381,127144466.657868,238451134.38196,19
92293183.7419538,126870371.740474,6525670.89670928,61115703.7675794,20
172424908.872597,56261940.6161729,44343719.8013432,161338469.114345,21
173219417.318099,12827188.330002,1610454531.79109,1406010435.25777,22
85164801.7085902,89869364.5064694,471117493.039571,584529911.30704,23
40574605.4417026,652547955.564369,758477808.541325,614265449.747995,24
41352624.7236895,88017254.5472178,832561123.719167,1386847830.78842,25
174785614.741485,972618774.623883,84365611.4559562,123842701.178154,26
39424950.0274799,166635179.949164,174554257.717861,492968122.209715,27
105724125.281329,228553396.790231,23235685.0010799,24235753.020383,28
41066891.5095037,12624007.6034066,279115880.769319,1498909427.0229,29
40169427.9201312,33493182.4071436,80593796.2284119,1172188317.58182,30
40155499.6003878,12575011.5694721,92508598.2442097,126945162.672867,31
294017288.046344,136721220.848775,60416243.982224,347189469.233938,32
39565396.033285,103790757.436731,24282547.9034935,25023640.538273,33
751968995.281983,13699854.0670699,5092796.34288512,51837720.2171213,34
39911739.5460306,208973453.034098,55516742.8266975,920267498.770003,35
135498867.046907,354398398.728757,222951730.815413,170558634.448906,36
276450667.294531,12458637.8169652,127199737.129278,236337329.33808,37
141871781.368515,394214857.759246,59711894.6439574,50101176.5456647,38
338790404.253885,445181302.872196,29957822.8795767,439685431.191863,39
39819348.9385947,225035324.307829,26729958.799214,74713595.0355829,40
949908698.857268,259691261.321203,4796562.75001319,47855639.2824085,41
386080062.300976,627376116.051001,25791247.5275286,70806129.809292,42
41581275.0285574,12741150.562792,1112507142.83195,1136507152.78836,43
39972413.6824884,462281048.697256,131909392.944966,241842896.908797,44
148640525.804499,23961675.8755359,834360808.853174,662314142.917997,45
334124380.724141,165726737.982733,24890460.1806756,71487681.2527354,46
40889750.0598279,46961168.1458132,2980714.52481257,10131594.2891551,47
559020654.439635,49712654.3358133,788198951.900322,627745839.950691,48
601251582.760957,13450488.3586932,772253928.05997,610964783.096386,49
39641809.8097886,967350745.303075,15332939.7418139,207187781.630185,50
1019181304.92588,94981195.653341,114497968.046747,211158132.17687,51
504624546.441538,295062590.966935,23416648.4114792,24305410.3210467,52
40511538.7467979,258877686.059947,174257331.197905,928976915.441408,53
92637844.8342087,128510781.186702,27537174.7574291,75012226.1234276,54
139406999.457303,360405536.066848,14975338.5579934,197339673.827755,55
888433077.004542,28975453.8230368,14357515.258385,184695342.247975,56
39754485.2156826,200709874.073346,15942463.8536063,208872669.821631,57
988098485.813883,91463199.1549154,284942994.40203,252673411.250743,58
290183547.18148,12804888.8910047,59157041.2081232,49778622.042717,59
778319152.586559,13748597.25937,2045056.72314278,9420305.97223607,60
254857474.695777,85136504.7583834,131683646.683196,238279150.726642,61
490662890.725807,38063508.6419804,1005770693.0838,1017023442.73554,62
39309787.5759016,234770760.5734,2016418.40577659,9422426.24252975,63
39107762.9811839,509735899.71767,5582105.51789739,59766877.8400458,64
726693616.781095,72852405.2109938,50693352.9506159,44493238.1932008,65
141963388.109182,12723138.8614697,1975338.56167018,9587448.30228455,66
804509605.583247,26026713.9450904,173226817.436999,454273753.232477,67
152610902.16185,34705987.3180331,272707491.722573,1463395748.10923,68
143734290.061425,414258644.923861,1970527.46203523,9683858.59320368,69
330237071.058759,168890529.57388,5435653.11761182,56573669.4908572,70
176062337.554642,917978723.094885,15060918.4268221,203288402.713408,71
127690679.688083,12692488.7134156,31268014.6734841,455320875.092637,72
1072989918.42808,114408906.446514,14797110.4356205,18228434.4820015,73
146503078.483451,182254887.503134,771089426.712163,1327811613.1059,74
425396176.853512,200566471.743304,167626250.462881,477891175.661682,75
39967544.9151726,213390222.991345,92484883.4605095,127197430.739276,76
143135500.621357,12594828.3550357,20936561.0658513,22535722.224984,77
135895462.28846,12614316.389695,338647944.884602,303055115.342857,78
166395525.501275,36604394.0326279,1588328720.13714,1389984785.26369,79
174957465.763347,916784009.280773,208010773.606749,162658217.174989,80
124807065.860952,12453057.6751383,484521061.338193,577792832.828155,81
169508600.950424,272099052.137883,80941671.4868536,720557096.622713,82
39549512.2292582,426820051.539939,338158295.806892,306477267.23834,83
678994225.925534,68305335.4829944,207255510.819698,158852162.434875,84
264620310.764996,53966667.4346507,14779918.098268,192035297.903037,85
139572007.678332,12802568.5303541,5356489.46728753,56393926.3270237,86
136018984.066587,12729884.897732,214052169.122474,161466116.578861,87
42073631.8467195,77188249.0148974,1601981039.25344,1401971728.89617,88
182219525.447742,1065759314.07419,20176362.2175323,22691325.284033,89
159521222.695919,47896048.4605506,182001419.693111,435196836.867489,90
39808199.7238751,224783540.747016,56729114.6551292,48376253.5209113,91
71801736.6662039,24751263.7292355,391275185.991026,743369699.173236,92
39484249.1891907,46378562.090986,5459038.71942675,56656021.9043196,93
432671960.185476,35574582.768519,53986056.8976591,877535665.093964,94
177491458.90912,1023640882.65098,5435693.28677798,59008267.0673324,95
174503449.132372,57802736.1761996,62486676.8318358,52393464.0096449,96
383478376.567032,662378122.179036,1980978.94182047,9106861.89855628,97
39863059.8541523,1075767977.63595,61110998.7725905,52305796.5323324,98
93450855.7883927,54293752.7909698,15131454.0580124,200707375.21573,99
164468606.724554,728903790.234067,155621654.612665,478284880.944151,100
900751868.553182,30462003.0368932,202878278.085022,156184888.040312,101
43640050.8882604,593621304.233828,365876924.084623,761461039.525862,102
1079623185.59963,115326734.544499,1993022.23418997,9268547.98944831,103
140708966.728915,12218740.6015545,28200869.3651522,75159704.0615982,104
283470149.021,12505699.5463231,5492967.400727,58126955.9706989,105
322499656.869821,375840906.694204,739299619.890456,590733038.368235,106
98896746.0935887,181924359.779207,64448804.8911615,355998787.904456,107
237290787.117624,44941079.81059,454576148.872221,547107545.251477,108
1020564952.26442,98489630.933875,14055332.5262373,182184813.960855,109
562929809.061363,13649667.6902565,394198440.101014,766308120.256866,110
353791841.0029,131056803.099098,184888902.773125,910942995.476549,111
189114977.778135,12736393.0090189,802704458.473412,1349898802.45683,112
38996178.4118642,12584201.7248276,63965083.3858528,363155041.855439,113
314663155.527066,158611092.753559,85342259.9478073,119104203.804402,114
39581596.8386991,46006899.9197206,28446121.9860639,76794887.0958152,115
40062592.5774196,464204760.397739,226794814.478536,173471871.022318,116
658140781.14927,13411545.4176847,30389314.0117096,437148630.514131,117
722700605.405147,76529048.8123017,25830613.6985307,67405002.9453443,118
304663843.983046,153840305.121721,223832844.92387,170705635.795205,119
38917097.9937513,226386915.949888,5439276.03963224,59073288.2861421,120
188103890.262814,1007725806.98191,58822786.9738457,50874754.9259751,121
1090380968.80488,111123795.333629,4834839.133265,48300819.5691038,122
1084671554.87841,111740939.540411,47578035.1696863,42460402.0158458,123
71691373.7116171,574885835.54724,76235063.9465799,724036322.760066,124
291109247.175756,12731113.452167,1933267.27250124,9145890.13311936,125
284617956.323863,55263520.1770866,27615868.0319499,73610536.9716279,126
278325695.731182,12867487.0578461,14409521.3676084,188481383.103099,127
282227964.570513,96033435.9836657,24899053.0553988,25698592.6667787,128
594422546.833257,46961657.6831685,1968047.94647166,9348222.96383401,129
945551165.359237,199721275.711708,13688042.3350695,179235053.873078,130
39369779.2058121,12654095.9840974,56164905.5081777,913156604.128971,131
580873115.593651,45102060.9060135,84969625.1507067,112856831.519822,132
943021855.11441,30291250.6087021,49493530.6365612,43161723.4808717,133
78374775.8160485,927857514.632427,127295141.78782,241969213.224877,134
77460726.2607843,67285801.0589197,191150914.992936,947476531.229185,135
125705731.351865,235768968.644218,808454968.857268,646284502.126483,136
83822573.8706812,1076069047.26795,26949753.7720392,76727871.630016,137
82334275.3823647,1130832620.89019,23960400.0716732,25241813.9330928,138
266135606.650708,12632989.4263979,62069498.9192897,353843694.652438,139
492746260.904452,36969085.2668402,466889795.887053,1088512971.17878,140
979827525.835436,86919578.7702956,55927948.7443501,318613454.54663,141
76327271.0399128,221619381.633174,1036682997.3413,1059208154.56625,142
391467756.29493,609399795.97002,5268365.18201675,54175465.3388589,143
736409126.783871,73079447.5049901,5073743.25421495,51302022.3808176,144
126987232.267591,33791416.5072745,491306689.002721,1163178955.53479,145
770386530.524682,13333930.7461226,20477519.8892329,22438405.3802266,146
127511487.691177,33219209.6195075,54745149.5101871,886310161.184626,147
776088704.523559,24168987.389995,454648603.669125,536521906.329938,148
172516808.965002,55557561.5920136,222303781.962391,175086761.146628,149
39959663.7119378,965594901.91539,223257218.168388,173827610.812328,150
194651869.310313,479362940.767323,42569558.7615671,162472594.067335,151
361156269.866671,510909796.6773,319159393.541627,290259904.173203,152
40000451.4792521,129826303.49571,82975892.7812406,735753689.255422,153
470716880.502206,40949063.0130789,187184859.772086,935555516.794016,154
494159221.46161,12970976.741179,52000895.5032004,837928184.185563,155
77791394.524316,749281181.837677,30134591.368215,449127477.849567,156
39392620.414873,12567738.593987,27388038.6986444,75358547.7755607,157
77829666.9247711,220864597.921246,461395611.061704,1134191454.00461,158
932599358.959664,29795825.5967075,38300566.9674294,139894012.241925,159
80877134.8472361,101162023.166988,54011387.7288321,881659603.723142,160
148550349.611815,351000822.539249,85084062.552912,122313836.668235,161
339819550.181288,127401865.086425,1013940029.33975,1035790678.04109,162
993465041.480601,253820725.323256,23373292.2025734,60919773.6568448,163
182335936.856227,1111144520.24464,1975946.95226659,9289064.7759539,164
144724832.727832,399842869.195554,5539818.47519972,59009712.3356372,165
705069620.620458,13580058.2609568,332048846.055404,292998805.418526,166
745306155.618831,13466066.4081563,24853771.038189,64286319.1219889,167
980663448.172949,221860397.241282,74863188.0389704,100413459.219632,168
478838650.266399,266425410.297211,14233896.0100191,185228008.997954,169
247268921.209798,73477470.8351017,30679544.7160323,446855513.171251,170
