,experiment_id,reagent_lot,plate_id,date,MIF,MMP-1,Tie-2,TNF alpha,TNF beta,TNF RII,VEGF-A (165),VEGF-A (165),EMMPRIN,Oncostatin M (OSM),PTX3 (Pentraxin 3),Activin A,CCL18,CCL19,CCL20,TIMP1,Resistin,BMP9,CCL22,CD14,TGF-beta 1 (LAP domain in precursor),CXCL1,CXCL3,CXCL4,CXCL5,CXCL7,CXCL11,CXCL16,G-CSF,IFN beta,IFN gamma,60.3 - IFN gamma - nEL xDR - 1166,IL-1 alpha,IL-1 alpha,IL-18,IL-1 RA/RN,CCL4,IL-6,IL-6,IL-10,IL-10,IL-12 p40,IL-16,IL-1 beta,TNFRSF21 (DR6),Peptidoglycan recognition protein 1 (PGLYRP1/PGRP-S),Decorin,Thrombospondin-1,Neutrophil Elastase/ELA2,Galectin-1,Metalloproteinase inhibitor 2,Galectin-3,"Neutrophil gelatinase-associated lipocalin (NGAL, lipocalin-2)",soluble uPA-R,Angiopoietin-1,Transforming growth factor-beta-induced protein ig-h3
30,nEL2.5.269,Lot 3,2802,07-Jun-24,913.5749595,513.5759742,,2739.601675,17.36067648,217.6865784,12.27000416,4.883867642,384.6147408,32.25449582,,,18.89588275,72.20776963,163.9998285,1178.66178,201.2021522,9.724380287,13.52622569,1234.172774,59.07853995,421.6452876,45.48153931,5138.083583,68.83799794,499.0902543,84.34617676,241.4275485,163.4160716,32.64828179,,93.87706237,223.3225744,225.5029142,44.89738152,1601.870867,,1789.045572,2228.072282,374.7144521,192.8562307,12.32447843,91.27762189,2953.309088,7.513270355,6.428814226,88.10770501,,962.2043668,28219.03202,111.8309859,2598.265779,67.91800196,690.5746026,261.7287329,689.0156785
31,nEL2.5.271,Lot 4,2823,10-Jun-24,803.5235327,482.9216892,467.722614,2668.212585,8.462424479,227.6857788,,4.010211477,383.4298752,24.17085929,,,17.46510898,72.14304169,175.8956524,1106.903129,,8.165498073,16.0562834,1253.552716,97.05250289,397.8509016,47.30891059,5404.176055,71.76849397,493.4931449,79.71175785,234.6987392,173.3187949,31.39150847,,82.49911344,208.8155628,212.1704233,,1467.695362,3198.448274,1807.328818,1984.452693,335.0913559,178.8886993,10.47216683,97.11564585,2529.490737,6.12644564,6.48718224,101.2258135,,814.0002618,29549.38165,103.7790477,2434.520385,71.96498959,857.106422,235.123824,713.2793179
32,nEL2.5.282,Lot 3,2984,21-Jun-24,914.0553534,502.9626677,,2787.400386,13.24972621,239.899549,,5.590030841,353.9357279,31.95641031,,226.4494533,19.07399547,76.59088223,183.0938404,1150.22068,,10.56518517,15.01209902,1162.171744,,404.085126,46.18077136,3778.420953,75.67348968,575.3759061,93.49133082,239.8528308,176.1310022,,,100.167309,222.0598833,227.9640842,,1486.260757,2813.341225,1693.630624,2148.592477,366.2399841,184.9730194,11.61060809,107.8952592,2062.457429,6.780257489,6.985115091,98.26450254,,923.7902146,25688.10631,109.5075831,2760.641504,73.5600325,710.9216001,240.6708874,746.0134235
33,nEL2.5.283,Lot 3,2997,25-Jun-24,953.6684853,536.4223465,643.8475984,3256.9937,14.10654841,240.1126573,12.0013796,4.737444835,389.763297,33.91807132,697.7876206,210.8448303,17.81789489,67.7971902,175.0872504,1189.049416,191.3330582,11.28281774,28.59804181,1110.742487,70.08482909,431.1826936,46.76746706,4885.139284,74.49363371,413.3803451,84.84420317,251.3355656,161.1322751,38.44657814,73.75056338,101.7206634,224.3208443,233.9038293,45.99789259,1663.283324,2441.892021,1903.6845,2542.524589,370.0650691,200.9631896,12.44046997,109.0611555,2340.809381,5.6938988,6.524745705,101.467593,,1031.797788,29487.46369,110.4436175,2744.732058,78.55063191,717.3689782,252.98504,668.2703308
34,nEL2.5.293,Lot 4,3111,17-Jul-24,878.5589812,486.2428649,,2690.856753,,208.886087,,3.866087053,372.5369589,25.37108821,438.1942207,,19.61625477,76.02993708,168.9098872,1116.090639,,7.316945689,9.890510775,1244.279323,,425.6361367,61.72105707,5159.698954,73.25142438,536.3349513,79.42306804,252.8127634,200.0240902,,,87.91177176,205.4635119,224.8866224,51.53565343,1656.220649,3650.974029,1745.130929,2051.112909,389.1944486,175.31939,10.38176822,107.0214953,2506.938743,6.984608566,8.107255508,101.5083828,,831.9000641,28178.39731,110.2330634,2574.810862,72.15500825,674.1141861,222.1547879,745.5500912
35,nEL2.5.306,Lot 3,3251,31-Jul-24,789.643079,460.6615713,763.476097,2654.539516,30.88965912,241.5990479,17.49260156,5.269899176,399.4080616,28.87339346,,,17.61508305,64.98906962,159.4861499,1380.980703,,10.98728122,13.37205704,1105.329089,79.12617477,390.8559626,52.03560612,3520.412202,67.34625487,459.1275645,88.1704451,210.8684787,156.4315536,37.3869446,,99.03283615,212.0333541,207.8555504,56.72385943,1573.326539,2412.889727,1553.013087,1854.52757,312.5608837,185.9655752,12.32657568,88.39573096,2157.697192,8.224676513,5.666963324,100.3435694,52416.06568,712.090106,27866.02829,121.0564077,2522.031055,73.90104886,767.0393228,257.7250018,698.7612049
36,nEL2.5.353,Lot 3,4044,17-Oct-24,925.6180407,586.8504295,378.3602776,2939.389568,64.07353918,232.2371465,6.762112325,3.746993277,305.0466291,25.79439325,382.7190267,158.0799551,18.11988661,72.40541986,162.1729529,1193.137219,180.3057294,6.996310879,10.717285,1028.850492,45.78633616,391.9948093,35.16564464,2978.362859,69.58837485,436.224157,70.4003091,193.6626489,163.7221188,27.2923931,27.42734547,84.91980931,205.347189,250.6845349,36.40406795,1562.482884,625.4204756,2351.382165,2704.098231,331.4696445,192.7878521,10.42125384,87.62019792,3441.17496,4.553594798,5.516321109,90.08285967,,803.7052848,27472.61513,105.1599606,2610.447037,71.72756301,718.899437,205.4011154,582.4281259
37,nEL2.5.354,Lot 1,4047,22-Oct-24,754.5937066,502.0966053,551.2504746,2433.857717,16.6045711,208.8844585,9.702124489,4.602802107,329.162866,26.10692332,550.6688988,,15.93052805,36.48269904,114.3223485,1280.856708,,8.098365597,8.018340814,1349.555352,,362.6549224,45.15681728,4714.753456,55.18955021,451.8002471,53.53594171,254.5905254,188.7332995,35.5788445,52.54108227,,222.792513,230.1621083,,1473.447337,2999.525054,1970.441246,3434.865357,373.3139855,156.4114143,9.953962655,98.66482463,2550.683168,5.813281895,7.472391921,96.73205248,,732.4465417,27671.04753,104.1425344,2721.303008,79.39625365,823.5657576,280.226291,587.2864775
38,nEL2.5.355,Lot 3,4110,24-Oct-24,811.5749999,503.0544193,441.6978836,2591.74744,39.05846717,219.3644814,8.157347175,3.911339512,332.3743239,31.11334089,,,18.53325382,68.22064215,159.5624301,1500.408919,158.4403226,6.763959635,10.38917371,1248.47491,38.66639661,385.5932778,41.88407551,3812.44159,70.75056475,410.0234286,73.95837959,205.3358563,166.3524976,35.9668042,40.29362976,83.76044165,202.8721693,236.7964039,31.54281803,1426.22822,3038.569008,1899.086899,2496.390482,335.9086122,189.993447,10.67254803,89.46887729,3662.845941,5.467900675,5.457219221,103.5631654,69110.35726,716.2864434,28608.44985,102.1759354,2356.619099,72.22491243,707.6735364,215.309998,705.632781
39,nEL2.5.356,Lot 2,4064,24-Oct-24,637.9940701,431.9820899,,2736.042936,16.29662985,168.1313139,,4.136570596,331.7656605,24.205537,,,17.95322489,56.23910407,152.2448176,1296.269934,,,10.84733672,1251.662179,,381.3557046,56.90462854,3912.027654,63.79205314,516.6077335,82.23497948,233.4764231,161.7953354,40.04808559,,,197.6671835,195.7714171,46.90846368,1676.876773,2052.331806,1431.48121,3043.875183,330.3417949,150.7157932,10.75067084,101.2038694,1904.281394,6.889286392,6.827282167,101.182925,,485.4636628,25265.72014,95.88777463,2256.763449,69.42967504,651.2823023,206.3555235,603.5062734
40,nEL2.5.363,Lot 3,4166,30-Oct-24,821.5642207,580.7920242,419.2728143,2573.650405,17.17503035,227.2154151,7.915229382,3.695888199,352.7082912,27.64141385,318.4847635,,17.82072689,63.07457287,172.6469309,1320.554005,,8.664821384,11.67566528,1121.478343,42.38202063,380.8224699,43.94059921,4211.571396,67.58711958,545.905015,70.88122225,208.8109543,158.1835493,30.47399751,54.54016699,85.57628216,212.7715932,245.9109979,,1482.047345,2943.763839,1672.077011,2370.758744,357.2046128,196.3426817,10.86258737,101.0783887,3158.289521,4.922378325,5.434851925,96.6236036,75565.317,723.8353121,29307.48266,109.6499072,2366.139303,66.91282359,695.7251059,225.2412639,701.4062722
41,nEL2.5.390,Lot 2,4603,16-Dec-24,681.4342288,456.1541656,609.3234442,2519.633817,,188.5134568,8.971440609,4.660977376,319.9726926,20.56744869,,,18.11044782,63.33150914,175.1438735,1471.653683,259.1907811,7.823942713,10.65376877,1295.474489,,397.4970493,42.93404577,4232.996582,70.19572726,403.7968311,81.25918049,239.3004155,172.1510966,32.7432229,47.52981714,,203.4136873,203.2564838,,1539.896301,2176.639412,1542.67565,2595.205253,368.5966022,162.81635,9.923364955,99.07239074,2286.656298,6.370237758,6.697118821,104.4303066,71810.11312,673.6858568,29835.20528,90.47502734,2653.175225,70.69875763,640.1861325,289.2210208,672.9913165
